gene,Hugo_Symbol (add = in front),baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000005871,NUP98,3042.588058,-0.092315588,0.093820484,0.089206111,0.656707952
ENSCAFG00000003501,FAM3C,1732.228197,-0.048928348,0.135124984,0.08935641,0.656917797
ENSCAFG00000017889,EVL,640.7720027,-0.044426796,0.151895863,0.08930814,0.656917797
ENSCAFG00000024514,NA,196.4879099,-0.070877796,0.110891592,0.089353338,0.656917797
ENSCAFG00000003551,NA,14.6783434,0.049576151,0.133551797,0.089397372,0.656920468
ENSCAFG00000006383,BRCA2,1584.166937,-0.054611653,0.124699484,0.089573444,0.657915525
ENSCAFG00000020296,NA,78.79514088,-0.078155855,0.106252818,0.089770132,0.659061028
ENSCAFG00000006805,ADRA2B,5.150111135,0.044264446,0.262973978,0.09016439,0.661055729
ENSCAFG00000020002,EXTL2,560.1027279,-0.054435282,0.124712352,0.09008408,0.661055729
ENSCAFG00000035737,NA,8.057120541,0.04197063,0.17235059,0.090153588,0.661055729
ENSCAFG00000004836,PCDH8,15.29329904,0.060828983,0.433506658,0.090205494,0.661057561
ENSCAFG00000001590,SAXO1,2.187337811,-0.047579907,0.304241323,0.09027015,0.66123191
ENSCAFG00000046239,NA,6.109529068,-0.062538856,0.449693179,0.090411181,0.661965306
ENSCAFG00000004473,ESD,848.9019137,-0.073940205,0.108756375,0.090493329,0.6619677
ENSCAFG00000015937,AHCTF1,4186.354398,-0.077346847,0.106631037,0.090457316,0.6619677
ENSCAFG00000003799,C19H4orf33,145.1752603,-0.053458338,0.12584273,0.09059523,0.662318226
ENSCAFG00000018965,SSH2,551.5175508,-0.054152782,0.124857751,0.090623111,0.662318226
ENSCAFG00000005647,TOX4,2711.802454,-0.084928912,0.101120313,0.09103421,0.662342519
ENSCAFG00000009074,HOMER1,298.3970883,0.047000127,0.139357293,0.09071885,0.662342519
ENSCAFG00000010163,FAM3B,2.931533919,0.048580734,0.316616409,0.090791507,0.662342519
ENSCAFG00000010717,SP100,1183.771494,-0.041602058,0.218519766,0.091035768,0.662342519
ENSCAFG00000012684,CEP350,1891.283042,-0.078843793,0.105596753,0.090775666,0.662342519
ENSCAFG00000013464,HOXD3,70.22039608,-0.045577806,0.282519844,0.090906865,0.662342519
ENSCAFG00000017787,NA,3.493973272,0.073880829,0.557339867,0.090983072,0.662342519
ENSCAFG00000017954,TNIP1,3441.070373,0.04636783,0.141356237,0.090810546,0.662342519
ENSCAFG00000018849,SNX29,231.9849437,-0.060806251,0.117660604,0.090985185,0.662342519
ENSCAFG00000023759,MT2A,831.0081047,0.041617429,0.217835943,0.090870945,0.662342519
ENSCAFG00000019444,EXD3,16.80339247,-0.041548077,0.175153751,0.091203352,0.663203429
ENSCAFG00000042313,CENPT,987.5882862,0.07676395,0.106844694,0.091236069,0.663203429
ENSCAFG00000005226,TASOR2,2772.25889,0.076152369,0.107209184,0.091345696,0.663313734
ENSCAFG00000008891,SERINC5,500.582305,0.047869676,0.136203754,0.091466948,0.663313734
ENSCAFG00000009182,CPOX,726.7170546,-0.05024874,0.130803957,0.091418662,0.663313734
ENSCAFG00000019021,GOSR1,381.0143122,-0.090478987,0.095456053,0.091312549,0.663313734
ENSCAFG00000019295,MNT,532.7314792,-0.071545907,0.110042146,0.091474243,0.663313734
ENSCAFG00000029035,NA,12.12568836,-0.041344003,0.21423959,0.091534013,0.663313734
ENSCAFG00000045520,NA,5.960988965,-0.041102207,0.185603479,0.09157919,0.663313734
ENSCAFG00000046375,NA,61.51002254,-0.041033424,0.19749233,0.091541647,0.663313734
ENSCAFG00000000444,FLOT1,2421.345267,-0.046891962,0.138822302,0.091674139,0.6634883
ENSCAFG00000014308,ALAS2,40.48839402,-0.053124156,0.125823173,0.0916853,0.6634883
ENSCAFG00000010544,PPFIA1,2169.289276,0.071122383,0.1101987,0.092008128,0.664635496
ENSCAFG00000023799,E2F6,439.6925075,-0.058848509,0.119122398,0.091942117,0.664635496
ENSCAFG00000032144,NRSN2,7.966169888,0.043918045,0.264102274,0.091987569,0.664635496
ENSCAFG00000046545,NA,36.7164236,-0.05787834,0.120036314,0.092001359,0.664635496
ENSCAFG00000001367,NPTXR,69.77608411,0.045699134,0.287935607,0.092281176,0.665424073
ENSCAFG00000002273,GCM1,4.217987815,0.062343989,0.453241682,0.09240516,0.665424073
ENSCAFG00000002736,NA,42.80193816,0.041118887,0.213105023,0.092348757,0.665424073
ENSCAFG00000014439,PHB2,9334.092547,-0.054896125,0.123176804,0.092377353,0.665424073
ENSCAFG00000016536,KIAA2013,4251.454069,0.062484289,0.115974823,0.092233561,0.665424073
ENSCAFG00000019175,TBXA2R,5.12942068,0.043652121,0.26168571,0.09239714,0.665424073
ENSCAFG00000038203,NA,6.25221053,-0.047935953,0.313384352,0.092237407,0.665424073
ENSCAFG00000005837,NA,99.62965754,0.0754073,0.107453734,0.092475162,0.665631941
ENSCAFG00000015041,DDOST,9829.742594,0.066692504,0.112920236,0.092519889,0.665657768
ENSCAFG00000011825,BCAS1,2.267672427,0.057596345,0.409717976,0.092583317,0.665818067
ENSCAFG00000002818,ELP1,1765.374511,0.071846089,0.109468161,0.093453596,0.666157076
ENSCAFG00000005688,PHLDA1,899.141143,0.040957522,0.17570371,0.093462582,0.666157076
ENSCAFG00000007114,BMS1,4220.6364,0.06825633,0.111741382,0.093295926,0.666157076
ENSCAFG00000007288,CRYL1,1271.457774,-0.073571699,0.108518472,0.09286257,0.666157076
ENSCAFG00000008317,TMEM131L,1119.533056,-0.050317949,0.129404663,0.093617279,0.666157076
ENSCAFG00000008410,RASA1,4575.874466,0.048663436,0.133111821,0.09303622,0.666157076
ENSCAFG00000008763,SFMBT1,615.2459039,0.071479967,0.109726166,0.093287476,0.666157076
ENSCAFG00000010540,MTTP,9.045402647,0.042194334,0.243432733,0.093618096,0.666157076
ENSCAFG00000010747,NA,276.1274847,-0.070552561,0.110419714,0.09267959,0.666157076
ENSCAFG00000013919,LPP,435.2811988,0.040902724,0.177039884,0.093446582,0.666157076
ENSCAFG00000014141,MED14,1643.815771,-0.060325975,0.117486733,0.093083269,0.666157076
ENSCAFG00000015801,PRICKLE3,1117.698607,-0.062647883,0.115506754,0.093634754,0.666157076
ENSCAFG00000016656,AR,5.846246512,-0.080867989,0.637515783,0.093195943,0.666157076
ENSCAFG00000017305,GTF2A1,468.7367521,-0.069662762,0.110815461,0.093484773,0.666157076
ENSCAFG00000019390,EHMT1,2426.255098,-0.067999161,0.111974506,0.092961571,0.666157076
ENSCAFG00000023212,NA,1035.136749,0.052558413,0.125746901,0.09366208,0.666157076
ENSCAFG00000024655,NA,34.49307465,-0.059071909,0.118400506,0.093700853,0.666157076
ENSCAFG00000026176,NA,6.19109842,-0.042959375,0.153618053,0.093643487,0.666157076
ENSCAFG00000029587,NA,9.986359332,0.052503982,0.126115401,0.093025798,0.666157076
ENSCAFG00000031660,SLC39A3,650.7764662,0.067109177,0.112480451,0.093302678,0.666157076
ENSCAFG00000031992,SAR1B,883.4551406,0.048544409,0.133228222,0.093264563,0.666157076
ENSCAFG00000042482,NA,6.524357287,-0.055693943,0.392320916,0.092776859,0.666157076
ENSCAFG00000044926,NA,5.079910329,-0.060967621,0.443274649,0.093459086,0.666157076
ENSCAFG00000046287,NA,49.63741887,-0.040859154,0.182585756,0.092853787,0.666157076
ENSCAFG00000047925,NA,31.34931823,0.068847683,0.111464664,0.092804939,0.666157076
ENSCAFG00000049597,MARCKS,771.4746188,0.043667896,0.263641306,0.092933823,0.666157076
ENSCAFG00000008830,TRAFD1,1961.289313,-0.059982133,0.117592115,0.093764254,0.666315061
ENSCAFG00000015077,GAPDH,106701.4883,-0.055229837,0.122239388,0.093821327,0.666427958
ENSCAFG00000013124,TSGA10IP,28.96936912,0.057865849,0.119463813,0.093869453,0.666477233
ENSCAFG00000010650,NA,460.7333928,0.066125804,0.112949735,0.094152338,0.667461276
ENSCAFG00000010791,ANKRD44,772.478083,-0.042750315,0.25404827,0.094082246,0.667461276
ENSCAFG00000014172,ZDHHC8,2070.391695,0.049811868,0.130047224,0.094151356,0.667461276
ENSCAFG00000045484,NA,2.911254209,-0.080267756,0.635196474,0.094173048,0.667461276
ENSCAFG00000001577,CEP78,593.2874398,-0.058744277,0.118427189,0.094636585,0.667521981
ENSCAFG00000004925,UNK,1535.298364,-0.06903171,0.110997467,0.094567923,0.667521981
ENSCAFG00000006529,TMPO,4780.769065,-0.083593077,0.101318678,0.094615181,0.667521981
ENSCAFG00000010366,ALDH5A1,1076.55292,-0.05000861,0.129508323,0.094458847,0.667521981
ENSCAFG00000010735,GRAMD1C,29.50574872,-0.040452352,0.181079769,0.094717908,0.667521981
ENSCAFG00000013782,CCRL2,37.73492167,-0.060116292,0.438525525,0.094694718,0.667521981
ENSCAFG00000014469,EFHC2,14.30720806,-0.044435058,0.278037636,0.094318797,0.667521981
ENSCAFG00000014586,USP5,8707.257843,-0.046333378,0.138127203,0.094414241,0.667521981
ENSCAFG00000023966,CCDC153,27.06836293,0.04764169,0.316170467,0.094595419,0.667521981
ENSCAFG00000039167,NA,3.055732182,0.07988724,0.633352683,0.094713833,0.667521981
ENSCAFG00000041233,NA,5.723608824,0.053726201,0.377550647,0.09444279,0.667521981
ENSCAFG00000041845,NA,3.690501544,-0.040658537,0.214931871,0.094592121,0.667521981
ENSCAFG00000046744,NA,18.8575911,-0.044517738,0.144190026,0.094710201,0.667521981
ENSCAFG00000030696,H4C8,5.258143031,-0.041104424,0.167307454,0.094925032,0.668690444
ENSCAFG00000013990,NA,48.76542661,-0.042169501,0.156584789,0.095046906,0.668895351
ENSCAFG00000016291,DLGAP2,4.068811072,-0.053596775,0.377791722,0.095068105,0.668895351
ENSCAFG00000020632,NA,9.176481915,-0.040234802,0.187259592,0.095078135,0.668895351
ENSCAFG00000004501,COG1,2483.602442,0.093316839,0.087767801,0.095212308,0.669071975
ENSCAFG00000016666,ADAM20,6.633892398,0.040398885,0.210960547,0.095227289,0.669071975
ENSCAFG00000029311,PCP4,13.33411647,0.075061272,0.584269246,0.095225908,0.669071975
ENSCAFG00000017917,P2RY11,214.8999673,0.040369022,0.21028404,0.095280538,0.66915555
ENSCAFG00000001229,ILRUN,1218.948273,-0.063965793,0.114145655,0.095422233,0.669279215
ENSCAFG00000001395,DDX17,5108.681012,-0.083647231,0.101092223,0.095361247,0.669279215
ENSCAFG00000016934,NGFR,91.19971717,0.058381798,0.424061951,0.095400399,0.669279215
ENSCAFG00000050056,NA,7.150533808,-0.0403528,0.211230219,0.095465098,0.66928975
ENSCAFG00000008121,NA,17.27912772,0.04316683,0.149429989,0.095567139,0.669697486
ENSCAFG00000012398,NA,26.74177811,-0.055348776,0.12148064,0.095606031,0.669697486
ENSCAFG00000001551,PSIP1,7586.465678,-0.047003026,0.135144055,0.095851899,0.669898502
ENSCAFG00000004162,MRE11,873.9562452,-0.063876502,0.114144601,0.095712128,0.669898502
ENSCAFG00000006454,ELK3,3020.764411,-0.052818552,0.124443857,0.095870457,0.669898502
ENSCAFG00000012665,TOR1AIP1,1982.612263,0.076435957,0.106140817,0.09588313,0.669898502
ENSCAFG00000013909,SERPINE1,7927.019039,0.044317582,0.28080845,0.095831907,0.669898502
ENSCAFG00000014415,ASCC1,221.6394944,-0.081453159,0.102698149,0.095844563,0.669898502
ENSCAFG00000001545,TTC39B,166.8194626,0.041125784,0.163673959,0.096072901,0.670934663
ENSCAFG00000007282,NUP37,639.7059782,-0.074023818,0.107460289,0.096968855,0.671109083
ENSCAFG00000007686,SLCO5A1,90.42703068,-0.041085909,0.236696902,0.096932075,0.671109083
ENSCAFG00000008168,TIGD4,46.42388328,-0.052379082,0.1246624,0.096792114,0.671109083
ENSCAFG00000008227,MORN3,80.68389468,-0.040002504,0.207801907,0.09665086,0.671109083
ENSCAFG00000009257,MED13L,2281.726231,-0.043437782,0.146425894,0.096836545,0.671109083
ENSCAFG00000009750,NIPA1,213.7522248,0.049265564,0.12965147,0.09672263,0.671109083
ENSCAFG00000010346,MED10,386.3760306,0.070737262,0.109584209,0.096436722,0.671109083
ENSCAFG00000010680,DENND5B,1070.555876,-0.041638357,0.157610045,0.09662916,0.671109083
ENSCAFG00000011061,KCTD18,414.0050143,-0.071119401,0.10932167,0.096586099,0.671109083
ENSCAFG00000012824,SCN4B,18.30716563,0.051774225,0.363049224,0.096377545,0.671109083
ENSCAFG00000013497,HNRNPA3,12176.05288,-0.070643212,0.10964326,0.096430081,0.671109083
ENSCAFG00000014905,VAMP4,390.8704648,-0.054089439,0.122676737,0.096297348,0.671109083
ENSCAFG00000016705,TBX21,2.674847386,0.066870309,0.506215013,0.096191457,0.671109083
ENSCAFG00000017570,PPP4R3A,2342.747749,-0.072157286,0.108707919,0.096459339,0.671109083
ENSCAFG00000018510,LAMP2,3355.687318,0.04641907,0.136019918,0.096749083,0.671109083
ENSCAFG00000019842,SPG7,1953.776507,0.069541073,0.110232042,0.096912097,0.671109083
ENSCAFG00000031211,MANSC1,2437.322113,-0.054127397,0.122439872,0.096832231,0.671109083
ENSCAFG00000034990,NA,110.3307399,-0.074868707,0.107028728,0.096450394,0.671109083
ENSCAFG00000043125,NA,4.125550713,-0.040590136,0.16835826,0.09672469,0.671109083
ENSCAFG00000044261,NA,2009.190391,-0.059836173,0.116906616,0.096854337,0.671109083
ENSCAFG00000045463,NA,2.842471208,-0.078862457,0.628717288,0.096281113,0.671109083
ENSCAFG00000000354,LTC4S,2.342083912,0.044899343,0.29205149,0.097373815,0.671216392
ENSCAFG00000002796,CCDC88A,5395.658452,0.041902124,0.154339592,0.097334478,0.671216392
ENSCAFG00000005534,MBD5,399.5327683,-0.055079017,0.121216223,0.09728021,0.671216392
ENSCAFG00000007777,CGGBP1,783.5501349,-0.07024675,0.109731959,0.097263575,0.671216392
ENSCAFG00000007953,NEIL2,245.9767325,-0.047182077,0.133795918,0.097148914,0.671216392
ENSCAFG00000010368,ADIPOR1,5269.665991,0.06621163,0.112246282,0.097333574,0.671216392
ENSCAFG00000013221,CTNNA3,24.02757756,0.059690354,0.441076397,0.097293337,0.671216392
ENSCAFG00000015614,C8H14orf39,15.19427989,0.061167198,0.454716287,0.097175141,0.671216392
ENSCAFG00000024064,UNC13A,4.250242428,0.045904348,0.303426704,0.097238144,0.671216392
ENSCAFG00000031270,UQCC2,625.897777,-0.075264182,0.106600868,0.097399177,0.671216392
ENSCAFG00000023178,FGA,10.0908667,0.044742248,0.140543452,0.097466165,0.671392087
ENSCAFG00000002585,RPL28,22735.23632,-0.092416403,0.088488543,0.097528938,0.671538617
ENSCAFG00000008456,ARPC3,4053.58032,-0.072268343,0.108429297,0.097600236,0.67174369
ENSCAFG00000046281,NA,2.96143582,0.077926232,0.624284041,0.097707898,0.672198764
ENSCAFG00000018709,FOXN1,3.681196426,-0.04695352,0.316410547,0.097754961,0.672236727
ENSCAFG00000015017,ATP6V0A1,1288.459276,0.063414501,0.114016754,0.097802216,0.672275977
ENSCAFG00000003115,GJA10,4.250719961,-0.040419426,0.227933019,0.098002409,0.672549287
ENSCAFG00000010982,FAM20A,102.0594348,0.054567509,0.394291909,0.098098474,0.672549287
ENSCAFG00000011197,MMP14,10591.92792,0.041074787,0.240800463,0.09804168,0.672549287
ENSCAFG00000013504,CLEC7A,37.07674388,0.066726275,0.510461952,0.098132925,0.672549287
ENSCAFG00000018158,ZNF521,647.5490362,-0.039531024,0.198286251,0.098090656,0.672549287
ENSCAFG00000042650,MAF1,531.6531388,-0.064358428,0.113320564,0.09805593,0.672549287
ENSCAFG00000046231,NA,7.335788862,-0.043810111,0.280215967,0.097955594,0.672549287
ENSCAFG00000018171,CCL5,87.57628511,0.059786316,0.444185519,0.098175685,0.672557478
ENSCAFG00000009241,RSBN1,194.7727307,-0.05328149,0.122944214,0.098244169,0.672741811
ENSCAFG00000028130,NA,2.074935268,-0.044230081,0.286386878,0.098308993,0.672900935
ENSCAFG00000001343,FKBP5,2352.827144,-0.054713164,0.121137777,0.098737884,0.673123564
ENSCAFG00000001390,RMI1,548.3711284,-0.076907157,0.105292783,0.098697022,0.673123564
ENSCAFG00000001557,CCDC171,85.23929237,-0.045171924,0.138271598,0.098460037,0.673123564
ENSCAFG00000003298,DNALI1,5.45920085,0.039516404,0.183817934,0.098471754,0.673123564
ENSCAFG00000004391,NA,91.93150591,0.068527455,0.110555395,0.098542632,0.673123564
ENSCAFG00000007166,SMIM15,2.211343855,0.040833083,0.23980096,0.098920247,0.673123564
ENSCAFG00000007720,GGCX,1491.752639,0.065055792,0.112725186,0.098717655,0.673123564
ENSCAFG00000014129,CXHXorf38,192.7564303,-0.055304937,0.120560486,0.098587613,0.673123564
ENSCAFG00000015855,PSMB6,7283.291671,0.054890973,0.120896356,0.098899465,0.673123564
ENSCAFG00000016461,FBXL20,315.6916536,-0.05856247,0.117459289,0.098834439,0.673123564
ENSCAFG00000019339,TRPV1,12.07967517,-0.042450392,0.264924731,0.098923913,0.673123564
ENSCAFG00000019715,POLR3K,1544.91173,0.073205339,0.107631891,0.098802826,0.673123564
ENSCAFG00000020119,PDPR,1169.580712,0.06479684,0.112870387,0.098844095,0.673123564
ENSCAFG00000033250,NA,3.613822768,-0.039410702,0.184802644,0.098860071,0.673123564
ENSCAFG00000019593,NA,2.087827842,-0.073549435,0.582097002,0.098992787,0.673309074
ENSCAFG00000005032,PIBF1,524.4812579,-0.071558335,0.108595497,0.099085337,0.673625004
ENSCAFG00000005896,RYR1,77.50854029,-0.039303215,0.187551392,0.099164128,0.673625004
ENSCAFG00000019124,GLOD4,1160.794078,-0.088977446,0.094341727,0.099129232,0.673625004
ENSCAFG00000004778,NAA16,554.4959008,-0.042316766,0.148804893,0.099345823,0.674548108
ENSCAFG00000016977,DLX3,52.22997873,0.047815511,0.329543624,0.099383393,0.674548108
ENSCAFG00000002315,RNF38,783.8122213,-0.055066583,0.120519019,0.099521479,0.67520212
ENSCAFG00000004350,ACAD9,3239.751771,0.082427036,0.101074911,0.099617286,0.675285845
ENSCAFG00000009666,ZPLD1,68.96176165,-0.050081627,0.353538612,0.099607671,0.675285845
ENSCAFG00000003023,CHN2,2015.990404,-0.054792919,0.400674233,0.099912769,0.675386034
ENSCAFG00000015784,CCDC77,285.9383419,-0.06500539,0.11252047,0.099934501,0.675386034
ENSCAFG00000017191,TMED8,128.9378933,-0.069626929,0.109620982,0.099960042,0.675386034
ENSCAFG00000020373,USP33,1630.743987,-0.083827666,0.099794625,0.099929162,0.675386034
ENSCAFG00000024189,SERPINF1,494.132705,0.047470909,0.326964662,0.099856142,0.675386034
ENSCAFG00000030649,C11H5orf63,8.264165311,0.039798188,0.223215978,0.099965982,0.675386034
ENSCAFG00000043918,NA,6.706790757,-0.041233479,0.249598181,0.099799848,0.675386034
ENSCAFG00000044032,NA,20.14225272,-0.044922553,0.298464458,0.09980665,0.675386034
ENSCAFG00000003970,NA,277.9032899,-0.046747704,0.132894161,0.100115467,0.676113676
ENSCAFG00000031608,NUDT2,182.8662604,-0.047353254,0.131494291,0.100220949,0.676543669
ENSCAFG00000009166,CDS1,152.3630395,0.048147876,0.335456428,0.100429303,0.676820724
ENSCAFG00000019537,C8G,4.177177687,-0.039810248,0.225365921,0.100351329,0.676820724
ENSCAFG00000028936,ARMC12,48.59692761,-0.041259587,0.252021975,0.100422175,0.676820724
ENSCAFG00000042279,NA,9.828650434,0.058219031,0.117362119,0.100367138,0.676820724
ENSCAFG00000003765,SLC41A3,490.0906301,-0.040068683,0.16352451,0.10056446,0.677407339
ENSCAFG00000006183,BRF2,336.16175,0.055575514,0.119675901,0.100639758,0.677407339
ENSCAFG00000006315,NA,14.59845897,-0.040670951,0.157554704,0.100641941,0.677407339
ENSCAFG00000015701,CYTH3,1111.145819,-0.044519092,0.138427044,0.100743319,0.677807753
ENSCAFG00000029498,FANCF,218.7312509,-0.051909736,0.123721115,0.100818568,0.678032108
ENSCAFG00000002600,SLFNL1,3.941106901,-0.052815334,0.383889083,0.100993249,0.678361047
ENSCAFG00000009081,EPHA6,9.545418492,0.069921951,0.551022155,0.100968589,0.678361047
ENSCAFG00000013343,ELL3,74.48169692,-0.048483116,0.128879,0.100970909,0.678361047
ENSCAFG00000004387,RAB38,51.86274604,0.05752223,0.429824676,0.101151518,0.678894035
ENSCAFG00000019359,P2RX1,212.5540487,-0.042532518,0.272658758,0.101282381,0.678894035
ENSCAFG00000019947,KLHL36,1121.076476,0.055286284,0.119809415,0.101162756,0.678894035
ENSCAFG00000022578,NA,93.1205857,0.054722387,0.120353958,0.101238938,0.678894035
ENSCAFG00000042835,NA,194.5875012,-0.074426918,0.106420659,0.101264851,0.678894035
ENSCAFG00000016306,ARAP2,647.1513821,-0.04173364,0.261998528,0.101392999,0.679072894
ENSCAFG00000039326,NA,2.854459433,0.075669943,0.61375375,0.101361173,0.679072894
ENSCAFG00000006467,TMEM178A,2.026251236,0.053545283,0.39204655,0.10144158,0.679117171
ENSCAFG00000016208,TBC1D1,3529.702624,0.043933102,0.13964465,0.10156535,0.67916941
ENSCAFG00000018286,CSNK1A1,5499.249477,0.056881298,0.118207009,0.101575303,0.67916941
ENSCAFG00000038312,NA,2.741292584,0.065123359,0.504452135,0.101545241,0.67916941
ENSCAFG00000002356,ZBTB45,284.3979954,0.068835348,0.10977775,0.101806054,0.67918101
ENSCAFG00000010637,ANKRD13A,1839.770279,-0.060061085,0.115562865,0.101828881,0.67918101
ENSCAFG00000013244,CDKN1B,890.3003986,-0.044994057,0.136231684,0.101760631,0.67918101
ENSCAFG00000014085,MIS18BP1,1258.889013,-0.064223646,0.11268024,0.101757669,0.67918101
ENSCAFG00000019533,PTGDS,8.074027399,0.04594406,0.314469888,0.101646437,0.67918101
ENSCAFG00000028649,STAMBP,750.6674823,0.05979327,0.115788781,0.101722004,0.67918101
ENSCAFG00000019601,SOX8,18.06725601,0.053411651,0.392267282,0.102120167,0.68084319
ENSCAFG00000010595,RGS2,1197.098185,-0.04128391,0.25777064,0.102177036,0.680941772
ENSCAFG00000003155,ZNF692,632.3795229,-0.060098384,0.115424498,0.102334991,0.68095434
ENSCAFG00000012735,LRCH3,685.9251543,-0.071351382,0.108150506,0.102316494,0.68095434
ENSCAFG00000020190,ZNF644,615.9953619,-0.058882741,0.116377166,0.102234884,0.68095434
ENSCAFG00000032295,NA,24.25307389,-0.05912143,0.116164775,0.102347256,0.68095434
ENSCAFG00000031595,VGLL4,659.8188907,0.048015275,0.128903945,0.102630009,0.682554943
ENSCAFG00000009973,NA,92.57636345,-0.053640331,0.12105512,0.102677704,0.682591588
ENSCAFG00000020424,LRRC40,667.6907568,-0.076695766,0.104650891,0.102816549,0.683233911
ENSCAFG00000050078,NME2,5907.956259,-0.077581479,0.104026637,0.102903533,0.683531229
ENSCAFG00000003680,MYLK3,10.36897287,-0.038503737,0.20218192,0.103179541,0.684515531
ENSCAFG00000018992,TMEM61,19.50274389,-0.049608866,0.356550186,0.10311362,0.684515531
