gene,Hugo_Symbol (add = in front),baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000025771,NA,0.093519403,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000025772,NA,0.275311577,-0.01191284,0.286319513,0.605012452,NA
ENSCAFG00000025776,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025782,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025785,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025788,NA,0.243144091,0.002913722,0.237891296,0.885014614,NA
ENSCAFG00000025793,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025802,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025803,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025806,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025809,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025810,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025812,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025817,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025818,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025819,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025820,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025822,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025825,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025828,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025831,NA,0.085831543,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000025833,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025834,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025840,NA,0.241000433,0.002912151,0.238136659,0.885164633,NA
ENSCAFG00000025843,NA,0.085831543,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000025844,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025845,NA,1.053327438,0.00188335,0.131945625,0.904838461,NA
ENSCAFG00000025848,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025851,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025852,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025862,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025863,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025866,NA,0.653097001,0.00599223,0.172847882,0.713023517,NA
ENSCAFG00000025869,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025871,NA,0.886485415,0.010430912,0.143699252,0.525508614,NA
ENSCAFG00000025872,NA,0.739061258,0.001191674,0.166100678,0.940082517,NA
ENSCAFG00000025873,NA,0.744474656,0.027172555,0.212543808,0.191563508,NA
ENSCAFG00000025877,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025879,NA,1.299532532,-0.002390093,0.155999022,0.877328972,NA
ENSCAFG00000025880,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025881,NA,0.336851026,-0.009260458,0.200943436,0.60383021,NA
ENSCAFG00000025884,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025887,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025889,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025893,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025894,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025895,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000025898,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025899,NA,0.087824746,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000025900,NA,0.148429637,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000025902,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025903,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025904,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025905,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025907,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025908,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025911,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025913,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025914,NA,0.91433577,-0.011514421,0.168239861,0.489520706,NA
ENSCAFG00000025915,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025917,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025919,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025920,NA,0.163809658,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000025921,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025923,NA,0.077620667,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000025926,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025927,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025929,NA,0.349732432,-0.008300746,0.249885488,0.690275211,NA
ENSCAFG00000025933,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025934,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025936,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025937,NA,1.33415654,0.019901724,0.15606726,0.283773814,NA
ENSCAFG00000025939,NA,0.363584347,-0.015807252,0.302611653,0.50985239,NA
ENSCAFG00000025940,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025941,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025942,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025943,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025944,NA,0.084197963,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000025946,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025947,NA,0.433055399,-0.004175507,0.238190569,0.835866091,NA
ENSCAFG00000025949,NA,0.259847454,0.010526554,0.280718414,0.643006173,NA
ENSCAFG00000025950,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025951,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025954,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025955,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025958,NA,0.090896087,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000025962,NA,0.706820163,0.038313932,0.297634623,0.13847066,NA
ENSCAFG00000025964,NA,0.085551129,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000025965,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025966,NA,0.459727067,-0.019338876,0.31967639,0.439398175,NA
ENSCAFG00000025967,NA,0.603322938,-0.024147571,0.344935236,0.36361899,NA
ENSCAFG00000025969,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025974,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025975,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025977,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025979,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025980,NA,0.158240231,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000025985,NA,0.479967326,-0.001845653,0.243284232,0.928257433,NA
ENSCAFG00000025986,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025988,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025989,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025992,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025996,NA,0,0,1.740931426,NA,NA
ENSCAFG00000025998,NA,0.309135068,0.007546944,0.196032538,0.666891231,NA
ENSCAFG00000025999,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026000,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026001,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026006,NA,0.187038807,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026008,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026012,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026014,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026017,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026018,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026019,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026020,NA,0.592612475,0.026463895,0.247268502,0.223421426,NA
ENSCAFG00000026023,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026024,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026026,NA,0.251992828,-0.004092176,0.238773739,0.839395847,NA
ENSCAFG00000026028,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026029,NA,0.633536585,0.006703764,0.155153031,0.670495425,NA
ENSCAFG00000026030,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026031,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026032,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026035,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026036,NA,0.077620667,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026037,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026038,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026039,NA,0.661863141,0.005638745,0.169388006,0.72655342,NA
ENSCAFG00000026042,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026044,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026045,NA,0.979854094,-0.008572906,0.18621118,0.615041478,NA
ENSCAFG00000026046,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026050,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026053,NA,0.187038807,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026054,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026055,NA,0.177085078,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026056,NA,0.29228125,0.005998917,0.24431472,0.769986721,NA
ENSCAFG00000026057,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026059,NA,0.18441549,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026060,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026062,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026064,NA,1.360757815,-0.007019942,0.139219642,0.659162018,NA
ENSCAFG00000026066,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026067,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026069,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026070,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026073,NA,0.158412781,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026074,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026076,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026079,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026080,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026086,NA,0.144964811,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026087,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026088,NA,0.838473933,0.004165144,0.206374158,0.818388597,NA
ENSCAFG00000026090,NA,0.090896087,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026094,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026096,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026099,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026100,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026101,NA,0.695830121,0.00633605,0.202803062,0.723601003,NA
ENSCAFG00000026102,NA,0.555509623,0.003400202,0.151194512,0.825366801,NA
ENSCAFG00000026106,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026110,NA,0.509409173,-0.010306784,0.181191964,0.542855918,NA
ENSCAFG00000026111,NA,0.265182489,-0.011606553,0.285142214,0.613284041,NA
ENSCAFG00000026112,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026114,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026117,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026118,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026119,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026120,NA,0.36114312,-0.017055916,0.28581942,0.457958359,NA
ENSCAFG00000026125,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026129,NA,0.067344144,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026131,NA,1.338605242,-0.023971296,0.214084321,0.234050672,NA
ENSCAFG00000026135,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026140,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026142,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026145,NA,1.160366393,-0.032578452,0.248741539,0.156350649,NA
ENSCAFG00000026147,NA,0.269616919,-0.00389177,0.262013488,0.857388475,NA
ENSCAFG00000026149,NA,0.613047546,0.00327958,0.167631279,0.837187544,NA
ENSCAFG00000026150,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026151,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026158,NA,0.076504635,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026159,NA,0.974812512,0.006034316,0.142535329,0.699945824,NA
ENSCAFG00000026163,NA,1.473756424,-0.002502867,0.134370371,0.872519321,NA
ENSCAFG00000026164,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026166,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026172,NA,0.162693626,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026181,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026182,NA,0.424545467,0.017543119,0.310336973,0.472989148,NA
ENSCAFG00000026183,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026186,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026187,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026189,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026193,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026194,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026199,NA,0.166161285,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026200,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026201,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026202,NA,0.077620667,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026211,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026212,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026218,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026219,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026222,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026227,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026228,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026232,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026234,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026236,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026237,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026239,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026241,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026242,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026248,NA,0.170868381,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026249,NA,0.155241334,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026251,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026252,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026253,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026259,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026260,NA,1.359378807,-0.014384226,0.207207043,0.435527408,NA
ENSCAFG00000026261,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026263,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026265,NA,0.152895274,0.006212098,0.266982423,0.777015739,NA
ENSCAFG00000026266,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026272,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026273,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026274,NA,1.856552461,0.015399632,0.138897613,0.39156817,NA
ENSCAFG00000026277,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026278,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026280,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026281,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026282,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026283,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026288,NA,0.086188991,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026290,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026291,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026292,NA,1.108559191,0.012297387,0.193139404,0.485303313,NA
ENSCAFG00000026294,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026297,NA,0.426403485,-0.01457473,0.225596122,0.452403291,NA
ENSCAFG00000026299,NA,0.086188991,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026300,NA,0.301503551,0.006371702,0.244868363,0.756469182,NA
ENSCAFG00000026301,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026304,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026305,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026306,NA,0.090896087,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026307,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026309,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026311,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026312,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026313,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026314,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026317,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026318,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026320,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026321,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026323,NA,0.093519403,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026324,NA,0.067344144,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026328,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026333,NA,0.28055821,-0.011912842,0.28631952,0.605012405,NA
ENSCAFG00000026334,NA,0.241790924,0.002912732,0.238045875,0.885109168,NA
ENSCAFG00000026335,NA,0.814845013,0.013175996,0.171424431,0.438309751,NA
ENSCAFG00000026337,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026340,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026341,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026344,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026345,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026347,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026349,NA,0.488542848,-0.009582478,0.176890231,0.566136562,NA
ENSCAFG00000026353,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026354,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026355,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026356,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026359,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026362,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026364,NA,0.356886223,-0.00805043,0.271839341,0.71694625,NA
ENSCAFG00000026365,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026366,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026368,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026371,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026373,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026377,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026380,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026384,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026387,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026388,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026389,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026393,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026395,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026396,NA,0.704352681,-0.00085297,0.198806068,0.961522737,NA
ENSCAFG00000026397,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026407,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026408,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026410,NA,0.353364683,-0.009694302,0.203385882,0.590045147,NA
ENSCAFG00000026411,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026414,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026415,NA,0.175649491,0.006212098,0.266982423,0.777015739,NA
ENSCAFG00000026416,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026417,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026418,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026420,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026423,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026426,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026427,NA,1.467139503,-0.039810106,0.318375918,0.139975616,NA
ENSCAFG00000026437,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026439,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026440,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026442,NA,0.168516754,-0.00738771,0.270258068,0.738377115,NA
ENSCAFG00000026448,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026451,NA,0.631943641,0.014616432,0.19628143,0.416649407,NA
ENSCAFG00000026452,NA,0.067344144,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026454,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026458,NA,0.713543373,-0.005318429,0.151360713,0.732448574,NA
ENSCAFG00000026462,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026463,NA,0.994576648,0.005210285,0.157966356,0.739794579,NA
ENSCAFG00000026464,NA,0.707563871,0.008744501,0.177982558,0.600075339,NA
ENSCAFG00000026465,NA,0.682469988,-0.004631136,0.197889369,0.792669921,NA
ENSCAFG00000026466,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026467,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026468,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026470,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026471,NA,1.223304793,0.006012256,0.1354632,0.706201937,NA
ENSCAFG00000026473,NA,1.040695363,0.016516937,0.165548055,0.348220749,NA
ENSCAFG00000026477,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026488,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026507,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026524,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026571,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026572,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026575,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026590,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026592,NA,0.153533135,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026594,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026604,NA,0.153009269,0.006212098,0.266982423,0.777015739,NA
ENSCAFG00000026616,NA,0.706490033,-0.011920987,0.170151027,0.477139231,NA
ENSCAFG00000026620,NA,1.088171976,-0.012442016,0.197101184,0.484911928,NA
ENSCAFG00000026621,NA,0.074214819,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026634,NA,0.086188991,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026637,NA,0.332924145,0.007902199,0.197264116,0.653621621,NA
ENSCAFG00000026644,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026648,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026653,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026655,NA,0.439555848,0.003794596,0.190415538,0.82513054,NA
ENSCAFG00000026662,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026666,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026676,NA,0.074214819,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026682,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026686,NA,0.074214819,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026687,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026690,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026691,NA,0.085551129,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026714,NA,0.245354889,-0.011653423,0.262707359,0.589240169,NA
ENSCAFG00000026719,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026726,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026728,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026730,NA,0.247373016,0.002916783,0.237414793,0.884722229,NA
ENSCAFG00000026733,NA,1.049101436,-0.006462567,0.161142357,0.68398008,NA
ENSCAFG00000026735,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026736,NA,0.147316439,0.006212098,0.266982423,0.777015739,NA
ENSCAFG00000026742,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026744,NA,1.726425893,-0.013389509,0.148672487,0.43059368,NA
ENSCAFG00000026752,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026754,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026757,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026759,NA,1.293829044,-0.033707439,0.28142191,0.16635134,NA
ENSCAFG00000026761,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026763,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026764,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026768,NA,0.093519403,-0.003891787,0.262013516,0.857387887,NA
ENSCAFG00000026777,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026783,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026795,NA,0.177717366,-0.000545425,0.258756226,0.979738672,NA
ENSCAFG00000026798,NA,0.067344144,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026799,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026808,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026813,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026826,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026835,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026838,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026839,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026842,NA,1.304050265,0.014331939,0.172535126,0.405466919,NA
ENSCAFG00000026846,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026856,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026861,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026864,NA,20.79420002,-0.045426019,0.378198321,NA,NA
ENSCAFG00000026869,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026870,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026875,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026877,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026878,NA,0.079972294,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026879,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026880,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026884,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026889,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026891,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026892,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026893,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026894,NA,0.253947054,0.010519961,0.280695098,0.643194834,NA
ENSCAFG00000026896,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026897,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026903,NA,0,0,1.740931426,NA,NA
ENSCAFG00000026904,NA,0.067344144,0.002780168,0.260397714,0.897431683,NA
ENSCAFG00000026906,NA,0,0,1.740931426,NA,NA
