gene,Hugo_Symbol,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000031848,NA,0.002392522,0.054963523,0.408894215,0.999985015
ENSCAFG00000031849,NUP35,-0.002857464,0.038535032,0.300917645,0.999985015
ENSCAFG00000031851,CBX8,-0.002660761,0.037172897,0.320674755,0.999985015
ENSCAFG00000031852,NA,0.00130955,0.034616022,0.599671816,0.999985015
ENSCAFG00000031854,MRAP2,0.009061072,0.133353183,0.086188819,0.999985015
ENSCAFG00000031859,FKBP7,-0.002518832,0.056732278,0.389222247,0.999985015
ENSCAFG00000031860,H2AC6,0.000342933,0.049241078,0.894384183,0.999985015
ENSCAFG00000031861,MZF1,0.000174565,0.024778462,0.929029873,0.999985015
ENSCAFG00000031862,NA,-0.000333005,0.027815298,0.876665849,0.999985015
ENSCAFG00000031863,NA,-0.00058239,0.041635702,0.823214534,0.999985015
ENSCAFG00000031868,ZNF518A,-0.004474613,0.044798519,0.167053334,0.999985015
ENSCAFG00000031870,RNF125,0.00158624,0.039825355,0.55460818,0.999985015
ENSCAFG00000031873,ZNF446,-0.00301609,0.03805207,0.272019186,0.999985015
ENSCAFG00000031882,TSSC4,0.000294944,0.022716508,0.871204818,0.999985015
ENSCAFG00000031888,ZNF200,-0.000410421,0.025975959,0.83999515,0.999985015
ENSCAFG00000031890,HPCAL1,-0.002094799,0.044928161,0.460427661,0.999985015
ENSCAFG00000031891,NA,0.003250439,0.053907068,0.300442872,0.999985015
ENSCAFG00000031894,TENT5A,0.001352914,0.043601413,0.616310165,0.999985015
ENSCAFG00000031896,EIF1AD,0.00856012,0.0544397,0.052543805,0.999985015
ENSCAFG00000031897,RITA1,-2.39E-05,0.029199648,0.99141015,0.999985015
ENSCAFG00000031898,ATP6V0E1,0.003213832,0.038888417,0.251760556,0.999985015
ENSCAFG00000031900,OBI1,-0.000677754,0.022060975,0.699674542,0.999985015
ENSCAFG00000031902,IMP4,-0.000395877,0.028232345,0.855183519,0.999985015
ENSCAFG00000031904,MKRN2OS,0.000622014,0.063205394,0.81820838,0.999985015
ENSCAFG00000031907,NA,-0.000578255,0.017781955,0.692125358,0.999985015
ENSCAFG00000031908,TRMT61B,0.00362427,0.040270211,0.213093318,0.999985015
ENSCAFG00000031909,ZNF790,0.00044485,0.039291217,0.862894955,0.999985015
ENSCAFG00000031910,ZNF239,0.000249112,0.030294116,0.912997565,0.999985015
ENSCAFG00000031911,NA,-0.001074687,0.048167868,0.685612887,0.999985015
ENSCAFG00000031912,NA,0.003696985,0.086461065,0.281932436,0.999985015
ENSCAFG00000031914,NA,0.003499679,0.04802523,0.271898701,0.999985015
ENSCAFG00000031918,TMEM26,0.002776084,0.078875276,0.381294512,0.999985015
ENSCAFG00000031922,GPX3,0.000509213,0.05830263,0.846467468,0.999985015
ENSCAFG00000031933,NA,-0.002355569,0.060179957,0.415088861,0.999985015
ENSCAFG00000031934,NA,-0.000516454,0.036465016,0.837734888,0.999985015
ENSCAFG00000031936,NRBF2,-0.005567016,0.048387421,0.119158539,0.999985015
ENSCAFG00000031937,SLC35C1,-0.000133462,0.034637101,0.956734051,0.999985015
ENSCAFG00000031938,GEM,-0.002414965,0.082770159,0.451279256,0.999985015
ENSCAFG00000031940,H4C19,0.000490749,0.044497494,0.85064021,0.999985015
ENSCAFG00000031941,NA,0.001524933,0.051371545,0.574631878,0.999985015
ENSCAFG00000031946,CLDN2,0.005073109,0.08018966,0.169001675,0.999985015
ENSCAFG00000031949,PDXP,-0.000643254,0.033716716,0.79173966,0.999985015
ENSCAFG00000031952,NA,0.001680559,0.028078422,0.427563061,0.999985015
ENSCAFG00000031955,RPS26,0.003959651,0.044913818,0.21253971,0.999985015
ENSCAFG00000031956,LCOR,0.000160497,0.023378781,0.931497913,0.999985015
ENSCAFG00000031958,NA,0.001116315,0.027621803,0.597478174,0.999985015
ENSCAFG00000031961,PPIC,0.00104187,0.059574824,0.697513027,0.999985015
ENSCAFG00000031965,FGF1,-0.003071223,0.079724184,0.341361289,0.999985015
ENSCAFG00000031968,C5H11orf52,0.001266334,0.060207399,0.640286224,0.999985015
ENSCAFG00000031973,BBC3,-0.001232855,0.043705324,0.645882444,0.999985015
ENSCAFG00000031979,PRKG1,-0.002330601,0.091920379,0.494418927,0.999985015
ENSCAFG00000031981,ZAR1L,-0.00088565,0.040490774,0.735376454,0.999985015
ENSCAFG00000031985,BBLN,-0.005558767,0.047852772,0.116864277,0.999985015
ENSCAFG00000031990,CBLL1,0.000116654,0.019564185,0.941908637,0.999985015
ENSCAFG00000031991,NA,0.002066957,0.052475877,0.464528057,0.999985015
ENSCAFG00000031992,SAR1B,0.006907476,0.06516648,0.112583327,0.999985015
ENSCAFG00000031993,ZNF875,0.003525722,0.050814518,0.273714448,0.999985015
ENSCAFG00000031996,IRGQ,-0.002140206,0.036701485,0.415556606,0.999985015
ENSCAFG00000031997,MSANTD4,-0.002985615,0.041585552,0.3055312,0.999985015
ENSCAFG00000031999,SLC30A1,-0.00011585,0.036532095,0.963252297,0.999985015
ENSCAFG00000032004,C17H2orf68,-0.001120001,0.033116653,0.643877045,0.999985015
ENSCAFG00000032009,PPP6C,0.001498901,0.025363574,0.439590016,0.999985015
ENSCAFG00000032010,HAVCR2,-0.001015729,0.041758306,0.701030881,0.999985015
ENSCAFG00000032012,NA,0.00227856,0.033938692,0.359041587,0.999985015
ENSCAFG00000032013,DLX4,-0.003382013,0.076463059,0.296505728,0.999985015
ENSCAFG00000032014,RAB39A,0.000471899,0.040405683,0.8554608,0.999985015
ENSCAFG00000032015,NA,0.002125985,0.02572528,0.276253985,0.999985015
ENSCAFG00000032016,NA,-0.001943553,0.038975196,0.472002332,0.999985015
ENSCAFG00000032020,TRAPPC3L,-0.001294027,0.048421839,0.630063754,0.999985015
ENSCAFG00000032023,SRD5A2,0.000551483,0.055352798,0.832347082,0.999985015
ENSCAFG00000032024,GPR162,-0.001535131,0.057487397,0.573119337,0.999985015
ENSCAFG00000032025,NAA20,0.006598122,0.048616084,0.07908017,0.999985015
ENSCAFG00000032029,NA,-0.004672848,0.092035298,0.207180752,0.999985015
ENSCAFG00000032031,MIX23,0.000685385,0.027586083,0.747191077,0.999985015
ENSCAFG00000032032,NA,0.000390687,0.049548002,0.879855406,0.999985015
ENSCAFG00000032033,APEX1,-0.002909119,0.038790468,0.295152286,0.999985015
ENSCAFG00000032034,NA,0.011204877,0.098455449,0.050526058,0.999985015
ENSCAFG00000032036,NA,-0.00055708,0.018691059,0.714732475,0.999985015
ENSCAFG00000032040,COX7A2L,0.001615527,0.025139497,0.399682137,0.999985015
ENSCAFG00000032043,NA,-0.001531468,0.046240483,0.575237395,0.999985015
ENSCAFG00000032052,FAM216A,-0.001642243,0.028425516,0.443596907,0.999985015
ENSCAFG00000032054,NA,-0.004035223,0.071638869,0.229271048,0.999985015
ENSCAFG00000032063,NA,-0.000660826,0.022831444,0.715387098,0.999985015
ENSCAFG00000032070,SAP18,5.39E-05,0.021229149,0.975006597,0.999985015
ENSCAFG00000032071,EIF1AX,0.000307987,0.026639931,0.882055531,0.999985015
ENSCAFG00000032076,PDCD7,-0.000938611,0.032452345,0.694332162,0.999985015
ENSCAFG00000032077,TIGD7,8.91E-05,0.036287679,0.971662819,0.999985015
ENSCAFG00000032079,FNDC11,-0.009754949,0.151627495,0.087809528,0.999985015
ENSCAFG00000032081,GTF2H4,-1.36E-05,0.025611549,0.994620819,0.999985015
ENSCAFG00000032084,SMIM19,-0.000878954,0.027896637,0.681280827,0.999985015
ENSCAFG00000032086,CBX2,-0.006192152,0.071261145,0.1267174,0.999985015
ENSCAFG00000032088,NA,-0.000959307,0.053809679,0.715569352,0.999985015
ENSCAFG00000032092,NA,0.000555605,0.058058318,0.832644464,0.999985015
ENSCAFG00000032096,NA,-0.000712903,0.039707604,0.783679819,0.999985015
ENSCAFG00000032101,NA,0.002710541,0.035308559,0.292323789,0.999985015
ENSCAFG00000032108,GON7,-0.000407752,0.014664185,0.747494611,0.999985015
ENSCAFG00000032112,TAL2,0.000955142,0.039362474,0.714427328,0.999985015
ENSCAFG00000032114,RCE1,0.002266245,0.02939787,0.301089392,0.999985015
ENSCAFG00000032117,NA,-0.000341892,0.023900107,0.85710076,0.999985015
ENSCAFG00000032120,C1QTNF6,3.34E-05,0.065756309,0.990294825,0.999985015
ENSCAFG00000032121,RBM38,-0.001067692,0.034561404,0.667172751,0.999985015
ENSCAFG00000032122,NA,0.00528929,0.051881206,0.149818049,0.999985015
ENSCAFG00000032123,NA,-0.004300045,0.104386187,0.263877412,0.999985015
ENSCAFG00000032127,CHST11,0.00183972,0.049369009,0.509051926,0.999985015
ENSCAFG00000032130,TUBB1,-0.001653372,0.042328384,0.545589291,0.999985015
ENSCAFG00000032133,ZSCAN31,-0.003606281,0.036376952,0.179036165,0.999985015
ENSCAFG00000032137,NA,0.004692592,0.094023363,0.209145515,0.999985015
ENSCAFG00000032138,C9orf116,-0.000482512,0.053651319,0.852334012,0.999985015
ENSCAFG00000032144,NRSN2,0.002642094,0.061721995,0.372136158,0.999985015
ENSCAFG00000032145,BLCAP,0.001663746,0.04337833,0.544822118,0.999985015
ENSCAFG00000032147,BAALC,-0.001002327,0.062911271,0.712641597,0.999985015
ENSCAFG00000032161,BATF3,0.002524106,0.05973876,0.388570665,0.999985015
ENSCAFG00000032173,NA,0.000894637,0.037243833,0.726817199,0.999985015
ENSCAFG00000032180,NA,-0.007914093,0.059200324,0.078160194,0.999985015
ENSCAFG00000032182,TMEM240,-0.002854323,0.066192324,0.346415719,0.999985015
ENSCAFG00000032183,SGPP1,0.003569548,0.04207264,0.234025493,0.999985015
ENSCAFG00000032184,UBE2J2,0.000916958,0.018832088,0.545763388,0.999985015
ENSCAFG00000032187,RNF152,-0.00055825,0.066608423,0.840219464,0.999985015
ENSCAFG00000032191,MAP1A,0.000300055,0.058304904,0.90890588,0.999985015
ENSCAFG00000032205,OSGEP,-0.008668563,0.061236962,0.067318276,0.999985015
ENSCAFG00000032206,OGFRL1,0.003516525,0.069510643,0.273223782,0.999985015
ENSCAFG00000032208,CHTF8,-0.002201943,0.023104729,0.223848099,0.999985015
ENSCAFG00000032209,TYW3,0.000602188,0.023739043,0.748522008,0.999985015
ENSCAFG00000032211,ZNF71,-0.000196556,0.044208553,0.939586812,0.999985015
ENSCAFG00000032217,NA,0.003215196,0.050201891,0.304716337,0.999985015
ENSCAFG00000032226,NA,-0.000165194,0.024211157,0.931535934,0.999985015
ENSCAFG00000032227,OLFM1,0.001887308,0.074799463,0.529478051,0.999985015
ENSCAFG00000032230,NA,-8.01E-05,0.02656743,0.969195137,0.999985015
ENSCAFG00000032244,UBE2V1,-0.001585546,0.027819231,0.451315457,0.999985015
ENSCAFG00000032251,NMNAT1,-0.000103132,0.029417185,0.96319915,0.999985015
ENSCAFG00000032253,NA,0.002915504,0.064722298,0.337074931,0.999985015
ENSCAFG00000032256,ZNF581,-0.001767237,0.031211576,0.446368506,0.999985015
ENSCAFG00000032261,SPA17,0.000490164,0.045131184,0.850744127,0.999985015
ENSCAFG00000032262,DHRS1,-0.004845307,0.064923035,0.179558104,0.999985015
ENSCAFG00000032265,DERL2,-0.000988574,0.032085865,0.676804692,0.999985015
ENSCAFG00000032267,WNT2,0.007471862,0.139665454,0.137771332,0.999985015
ENSCAFG00000032271,CLEC2L,0.000313004,0.062705341,0.907325781,0.999985015
ENSCAFG00000032273,FXYD6,-0.001260863,0.080729413,0.685279632,0.999985015
ENSCAFG00000032274,CINP,0.000509779,0.030728224,0.824737591,0.999985015
ENSCAFG00000032282,ZNF420,0.003008961,0.046614667,0.324160453,0.999985015
ENSCAFG00000032283,NA,0.00135568,0.022896837,0.444990335,0.999985015
ENSCAFG00000032285,HOXA3,-0.001400788,0.052558834,0.602978065,0.999985015
ENSCAFG00000032287,CCL22,8.93E-05,0.066047789,0.974114008,0.999985015
ENSCAFG00000032289,BMP6,-0.000864512,0.063894887,0.751402069,0.999985015
ENSCAFG00000032290,RAPGEFL1,0.004795657,0.088165516,0.193018136,0.999985015
ENSCAFG00000032295,NA,0.001553247,0.035678368,0.542587913,0.999985015
ENSCAFG00000032297,NA,-0.002556482,0.060846461,0.384176603,0.999985015
ENSCAFG00000032305,ZNF473,0.004320296,0.043032384,0.16734099,0.999985015
ENSCAFG00000032306,NA,0.002318848,0.040836802,0.40823763,0.999985015
ENSCAFG00000032308,NA,-5.78E-05,0.025094406,0.976730223,0.999985015
ENSCAFG00000032311,NA,-0.000937986,0.059729664,0.725695752,0.999985015
ENSCAFG00000032312,ZNF470,0.001191428,0.05620455,0.655370945,0.999985015
ENSCAFG00000032318,NA,0.001415028,0.044156276,0.601766657,0.999985015
ENSCAFG00000032326,S100A2,-0.002755809,0.065386955,0.359003216,0.999985015
ENSCAFG00000032330,ZNF628,-0.00094155,0.019745669,0.55076876,0.999985015
ENSCAFG00000032338,SNRNP25,0.001016655,0.019876262,0.520920899,0.999985015
ENSCAFG00000032343,SMIM26,0.000487204,0.029620475,0.828197578,0.999985015
ENSCAFG00000032347,RRAGA,0.006112993,0.063622537,0.133522671,0.999985015
ENSCAFG00000032349,NA,0.001547751,0.036113843,0.546704965,0.999985015
ENSCAFG00000032353,UBE2D1,-0.002824417,0.042920851,0.336348728,0.999985015
ENSCAFG00000032363,NA,0.00823303,0.080745531,0.082968312,0.999985015
ENSCAFG00000032364,NA,0.000997736,0.038120515,0.699973488,0.999985015
ENSCAFG00000032367,MPV17,0.001488121,0.032312712,0.533096066,0.999985015
ENSCAFG00000032369,ZDHHC22,0.001102163,0.055247769,0.677938215,0.999985015
ENSCAFG00000032370,LRRC72,0.00159164,0.047460512,0.561592093,0.999985015
ENSCAFG00000032376,ZNF485,-0.001251429,0.038906395,0.634002684,0.999985015
ENSCAFG00000032377,EVA1A,-0.000710518,0.059892693,0.789369148,0.999985015
ENSCAFG00000032380,DENR,0.003845564,0.03701226,0.160818739,0.999985015
ENSCAFG00000032387,GPR25,0.006015011,0.119753352,0.172348817,0.999985015
ENSCAFG00000032388,DCAKD,-0.005018339,0.049016721,0.153148143,0.999985015
ENSCAFG00000032389,ERH,-0.00031429,0.01655165,0.820537659,0.999985015
ENSCAFG00000032391,FAM83H,0.002375797,0.054152942,0.411849567,0.999985015
ENSCAFG00000032393,BEAN1,-0.005797407,0.126300175,0.197249003,0.999985015
ENSCAFG00000032395,SCAMP1,-0.001071311,0.026825991,0.603724859,0.999985015
ENSCAFG00000032398,NA,0.009690384,0.083624314,0.066676366,0.999985015
ENSCAFG00000032399,CCDC117,-0.005423189,0.05039362,0.136304157,0.999985015
ENSCAFG00000032401,NA,-0.000322536,0.049058221,0.900615894,0.999985015
ENSCAFG00000032407,ZSCAN1,-0.000993577,0.039130468,0.703381839,0.999985015
ENSCAFG00000032410,TMEM225B,0.007789929,0.089466766,0.08755556,0.999985015
ENSCAFG00000032412,FLI1,0.000145434,0.065517979,0.957676375,0.999985015
ENSCAFG00000032414,PLEKHA2,-0.002862215,0.052821867,0.3448229,0.999985015
ENSCAFG00000032416,PRKRIP1,2.07E-05,0.016817192,0.988258812,0.999985015
ENSCAFG00000032420,NA,0.001033302,0.03615366,0.683892985,0.999985015
ENSCAFG00000032422,RARRES1,-0.002643483,0.054792768,0.372191946,0.999985015
ENSCAFG00000032423,SCP2,-0.00023115,0.023025031,0.900129487,0.999985015
ENSCAFG00000032425,ZNF619,-0.000369677,0.034515809,0.880502087,0.999985015
ENSCAFG00000032426,PTPMT1,-0.001579344,0.036214515,0.539480208,0.999985015
ENSCAFG00000032438,SLBP2,0.003785948,0.06231029,0.247349851,0.999985015
ENSCAFG00000032439,PPTC7,-0.001148285,0.027430559,0.584557205,0.999985015
ENSCAFG00000032442,NA,-0.000540061,0.017350499,0.706180416,0.999985015
ENSCAFG00000032445,NMU,0.004454985,0.078650135,0.204428844,0.999985015
ENSCAFG00000032446,NA,0.001527105,0.06246278,0.580772677,0.999985015
ENSCAFG00000032448,NA,-0.000709038,0.018151378,0.631917564,0.999985015
ENSCAFG00000032450,NA,-4.60E-06,0.038605569,0.998564423,0.999985015
ENSCAFG00000032451,ARPC5L,0.000295214,0.018851106,0.848567163,0.999985015
ENSCAFG00000032452,ZNF621,0.001461453,0.030559529,0.522810771,0.999985015
ENSCAFG00000032454,COL8A2,-0.000484299,0.053961404,0.851871719,0.999985015
ENSCAFG00000032457,MAFA,-0.008020004,0.114888455,0.094035563,0.999985015
ENSCAFG00000032458,ATP5IF1,0.000407153,0.018284842,0.786343576,0.999985015
ENSCAFG00000032463,PSENEN,-0.000279109,0.025678868,0.889909623,0.999985015
ENSCAFG00000032469,DDIT4,-0.002150509,0.048621506,0.451699942,0.999985015
ENSCAFG00000032470,NA,-0.003754201,0.041851257,0.211848928,0.999985015
ENSCAFG00000032480,MCFD2,-0.001519305,0.033056859,0.531384303,0.999985015
ENSCAFG00000032483,LY96,0.002048242,0.045591973,0.469569554,0.999985015
ENSCAFG00000032487,GINM1,0.006476359,0.050903371,0.09228183,0.999985015
ENSCAFG00000032488,NA,0.000326153,0.05131732,0.899393112,0.999985015
ENSCAFG00000032493,HIC2,-0.001015211,0.032992428,0.674175266,0.999985015
ENSCAFG00000032495,SF3B5,0.005213183,0.044527723,0.116728544,0.999985015
ENSCAFG00000032497,ZNF785,0.000518824,0.02635943,0.800627197,0.999985015
ENSCAFG00000032508,VGLL3,0.001441602,0.064752038,0.604828524,0.999985015
ENSCAFG00000032511,C15H1orf109,-0.00062866,0.024678965,0.746051516,0.999985015
ENSCAFG00000032518,TSPYL5,0.001157593,0.039998433,0.66101027,0.999985015
ENSCAFG00000032520,PTPRN2,0.00504106,0.094353825,0.186372466,0.999985015
ENSCAFG00000032522,RC3H2,-0.002462527,0.033988659,0.322474023,0.999985015
ENSCAFG00000032525,AHNAK,-0.004614184,0.061306148,0.193639683,0.999985015
ENSCAFG00000032536,RCHY1,0.00010445,0.029831972,0.963083512,0.999985015
ENSCAFG00000032537,NA,8.85E-05,0.028693379,0.967869679,0.999985015
ENSCAFG00000032538,REEP3,-0.005935896,0.068464304,0.135764529,0.999985015
ENSCAFG00000032544,NA,0.000619039,0.027338936,0.76952164,0.999985015
ENSCAFG00000032560,EMD,0.000249972,0.02851966,0.908972943,0.999985015
ENSCAFG00000032562,CFL2,-0.000489047,0.04065497,0.85045464,0.999985015
ENSCAFG00000032563,NKIRAS2,-0.002915346,0.04191282,0.317688814,0.999985015
ENSCAFG00000032567,FRS3,0.002366184,0.029719645,0.284926737,0.999985015
ENSCAFG00000032568,C35H6orf201,-0.00065643,0.040725968,0.801032515,0.999985015
ENSCAFG00000032570,ZBTB6,-0.000583894,0.020955605,0.728715986,0.999985015
ENSCAFG00000032571,NA,-0.000775965,0.053828183,0.76660443,0.999985015
ENSCAFG00000032576,NA,-0.002841435,0.066633817,0.348627523,0.999985015
ENSCAFG00000032577,ZFP69B,0.000725475,0.029213675,0.743932316,0.999985015
ENSCAFG00000032579,IRX3,-0.000725562,0.055105629,0.781477594,0.999985015
ENSCAFG00000032583,METTL7A,-0.003350469,0.057396838,0.288279838,0.999985015
ENSCAFG00000032585,NA,-0.000364678,0.037245369,0.885652879,0.999985015
ENSCAFG00000032589,BCL7A,-0.001368411,0.035438596,0.588787111,0.999985015
ENSCAFG00000032594,PEX12,-0.001668957,0.026101731,0.399868689,0.999985015
ENSCAFG00000032595,SNRPG,0.00274128,0.034667435,0.279627481,0.999985015
ENSCAFG00000032596,PTMA,0.000619494,0.029503756,0.781930734,0.999985015
ENSCAFG00000032597,MRPL50,0.001793268,0.032048128,0.449536066,0.999985015
ENSCAFG00000032600,NA,-0.003963576,0.085052193,0.252635818,0.999985015
ENSCAFG00000032601,DRG1,-0.000514754,0.023222052,0.780427302,0.999985015
ENSCAFG00000032606,C2CD6,0.001132918,0.038101611,0.662955482,0.999985015
ENSCAFG00000032608,LURAP1L,-0.000135652,0.061925896,0.959522701,0.999985015
ENSCAFG00000032609,RASD2,0.000660504,0.076069647,0.825126775,0.999985015
ENSCAFG00000032613,NA,0.000248119,0.047309594,0.923552508,0.999985015
ENSCAFG00000032615,NA,-0.003536991,0.04847099,0.269198295,0.999985015
ENSCAFG00000032617,ZSCAN16,-0.00034401,0.03138869,0.88276806,0.999985015
ENSCAFG00000032619,NA,-0.001477183,0.049537375,0.586266417,0.999985015
ENSCAFG00000032625,NA,-0.001798902,0.047087737,0.518050579,0.999985015
ENSCAFG00000032626,SRM,0.002951446,0.039374995,0.293804263,0.999985015
ENSCAFG00000032627,NA,-0.002350711,0.042948525,0.41118127,0.999985015
ENSCAFG00000032629,NA,0.00123708,0.039042961,0.638094192,0.999985015
ENSCAFG00000032630,UBL5,0.000203354,0.016343173,0.88230448,0.999985015
ENSCAFG00000032632,WNT7A,0.000485669,0.062971782,0.857121034,0.999985015
ENSCAFG00000032633,ZNF283,0.004809129,0.050270384,0.172186977,0.999985015
ENSCAFG00000032636,NA,0.001334937,0.027537068,0.524661087,0.999985015
ENSCAFG00000032642,NA,-0.003745909,0.039371191,0.191858933,0.999985015
ENSCAFG00000032643,MRRF,-0.000443651,0.018508521,0.769843751,0.999985015
ENSCAFG00000032648,PPP1R2,-0.000335201,0.019856201,0.835708008,0.999985015
ENSCAFG00000032654,EXOSC5,0.003133608,0.042668823,0.292059294,0.999985015
ENSCAFG00000032662,NA,-0.002157222,0.036528792,0.410567432,0.999985015
ENSCAFG00000032663,SPCS2,-0.000999079,0.025660437,0.615521675,0.999985015
ENSCAFG00000032664,NA,0.003659804,0.052436399,0.262311656,0.999985015
ENSCAFG00000032668,SPOCK1,0.00119244,0.073926845,0.685691503,0.999985015
ENSCAFG00000032672,NA,-0.000408166,0.084193228,0.898518406,0.999985015
ENSCAFG00000032673,NA,4.81E-05,0.056499921,0.985223319,0.999985015
ENSCAFG00000032678,NA,-0.00951236,0.077182567,0.071293707,0.999985015
ENSCAFG00000032682,NAA38,-0.001488986,0.033622902,0.544254128,0.999985015
ENSCAFG00000032690,ZNF597,-0.000630194,0.028175825,0.770747771,0.999985015
ENSCAFG00000032694,TFB2M,-0.000647978,0.026759488,0.754956328,0.999985015
ENSCAFG00000032695,FGF10,0.00755574,0.144615739,0.141661434,0.999985015
ENSCAFG00000032704,SCO1,-0.000602333,0.018414606,0.68855461,0.999985015
ENSCAFG00000032711,MBD2,0.00035551,0.028889636,0.871982362,0.999985015
ENSCAFG00000032714,DNAJC19,-0.002722337,0.041919427,0.346543045,0.999985015
ENSCAFG00000032715,C7H1orf53,0.000295774,0.039058363,0.90828064,0.999985015
ENSCAFG00000032722,PRIMA1,0.000618348,0.080054711,0.841447127,0.999985015
ENSCAFG00000032728,NA,-0.000926937,0.019552835,0.553834983,0.999985015
ENSCAFG00000032730,NA,0.001039292,0.0574949,0.696074559,0.999985015
ENSCAFG00000032738,SEC61A2,-0.000897039,0.031349464,0.700779199,0.999985015
ENSCAFG00000032740,GTF2H5,0.00291517,0.029575361,0.190720716,0.999985015
ENSCAFG00000032746,MXD1,-0.007425779,0.063572526,0.099122784,0.999985015
ENSCAFG00000032748,UBL3,5.46E-05,0.037713234,0.982863862,0.999985015
ENSCAFG00000032750,NABP1,0.001407345,0.040370745,0.598654364,0.999985015
ENSCAFG00000032756,GASK1B,-0.000573775,0.062145249,0.830877813,0.999985015
ENSCAFG00000032759,CDIPT,-0.001864291,0.024147204,0.313197368,0.999985015
ENSCAFG00000032760,PCBD2,0.008145542,0.066718974,0.087399102,0.999985015
ENSCAFG00000032764,NA,0.000636705,0.031173304,0.784135058,0.999985015
ENSCAFG00000032874,NA,0.00104214,0.058635851,0.696401349,0.999985015
ENSCAFG00000032924,NA,0.008512507,0.110194249,0.08105465,0.999985015
ENSCAFG00000032925,NA,0.001748508,0.050285519,0.526978084,0.999985015
ENSCAFG00000032990,NA,-0.015389409,0.18333317,0.041718649,0.999985015
ENSCAFG00000033034,NA,-0.001453104,0.044657708,0.593032658,0.999985015
ENSCAFG00000033145,NA,-0.005031365,0.079744184,0.170876977,0.999985015
ENSCAFG00000033183,NA,0.007380873,0.077389595,0.097451374,0.999985015
ENSCAFG00000033251,NA,0.00153988,0.056907922,0.571661004,0.999985015
ENSCAFG00000033336,NA,0.000234944,0.049325412,0.927406581,0.999985015
ENSCAFG00000033408,NA,-0.005098068,0.103471741,0.19801171,0.999985015
ENSCAFG00000033502,NA,-0.011547235,0.119482676,0.048215852,0.999985015
ENSCAFG00000033558,NA,0.000215878,0.058339645,0.934355828,0.999985015
ENSCAFG00000033667,NA,0.00108245,0.027424789,0.606711619,0.999985015
ENSCAFG00000033684,NA,-0.002716718,0.069790415,0.370636652,0.999985015
ENSCAFG00000033692,NA,0.000997467,0.038200363,0.700246431,0.999985015
ENSCAFG00000033747,NA,0.000220537,0.047282708,0.93200813,0.999985015
ENSCAFG00000033855,NA,-0.003763397,0.057853441,0.25155463,0.999985015
ENSCAFG00000033885,COX20,-0.000831594,0.02554273,0.676036705,0.999985015
ENSCAFG00000033948,NA,0.001134681,0.051736443,0.668923353,0.999985015
ENSCAFG00000033956,NA,-0.000598262,0.046957772,0.818490295,0.999985015
ENSCAFG00000033971,NA,0.003205261,0.095895428,0.366995307,0.999985015
ENSCAFG00000033975,NA,0.000777522,0.055869935,0.767035585,0.999985015
ENSCAFG00000034152,NA,-0.000312645,0.037616936,0.902130261,0.999985015
ENSCAFG00000034156,NA,-0.002252792,0.061115724,0.432914598,0.999985015
ENSCAFG00000034164,NA,-0.000764261,0.034572822,0.757171519,0.999985015
ENSCAFG00000034190,NA,0.00254232,0.05929448,0.385743216,0.999985015
ENSCAFG00000034192,NA,-0.002059225,0.070022568,0.48282471,0.999985015
ENSCAFG00000034256,NA,-0.009712016,0.076750871,0.069432194,0.999985015
ENSCAFG00000034268,NA,-0.004308366,0.069636997,0.208848096,0.999985015
ENSCAFG00000034337,NA,-0.005304691,0.094673766,0.171450213,0.999985015
ENSCAFG00000034453,NA,0.000579995,0.048643632,0.823444407,0.999985015
ENSCAFG00000034510,NA,-0.001691286,0.053531352,0.537693315,0.999985015
ENSCAFG00000034538,NA,0.000880014,0.036767658,0.729731488,0.999985015
ENSCAFG00000034603,NA,0.004489345,0.105457036,0.24913836,0.999985015
ENSCAFG00000034650,NA,0.001227801,0.058313766,0.647823837,0.999985015
ENSCAFG00000034693,NA,0.001284808,0.04493842,0.633268402,0.999985015
ENSCAFG00000034748,NA,8.60E-05,0.027891155,0.968123539,0.999985015
ENSCAFG00000034757,CCDC194,-0.002019089,0.066371722,0.482988056,0.999985015
ENSCAFG00000034766,NA,0.002431736,0.033626563,0.324126559,0.999985015
ENSCAFG00000034862,NA,-0.002264427,0.05641602,0.429183693,0.999985015
ENSCAFG00000034876,NA,0.003050352,0.070770843,0.3268272,0.999985015
ENSCAFG00000034948,NA,0.000535759,0.033620456,0.825495507,0.999985015
ENSCAFG00000034990,NA,0.000380187,0.026967975,0.855983601,0.999985015
ENSCAFG00000035018,NA,-0.000115844,0.055936147,0.96438394,0.999985015
ENSCAFG00000035032,NA,-0.001779294,0.050850994,0.520394724,0.999985015
ENSCAFG00000035067,NA,-0.005119891,0.066570337,0.166125017,0.999985015
ENSCAFG00000035085,NA,-0.000461808,0.041664348,0.859010616,0.999985015
ENSCAFG00000035088,NA,-0.002926733,0.07445964,0.349515698,0.999985015
ENSCAFG00000035134,NA,0.001146226,0.019357475,0.458619454,0.999985015
ENSCAFG00000035151,NA,-0.003118135,0.048613858,0.314317354,0.999985015
ENSCAFG00000035164,NA,-0.00068727,0.04001888,0.791455766,0.999985015
ENSCAFG00000035184,NA,-0.000937433,0.041629318,0.722164995,0.999985015
ENSCAFG00000035188,NA,-0.009064537,0.101721279,0.06964707,0.999985015
