gene,Hugo_Symbol (add = in front),log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000020326,DUS2,0.000674315,0.026021498,0.815605533,0.999968515
ENSCAFG00000020329,SLC12A4,-0.002968132,0.044807079,0.367111991,0.999968515
ENSCAFG00000020330,ADGRL2,0.00146159,0.086550573,0.755358202,0.999968515
ENSCAFG00000020331,RANBP10,0.002005959,0.038269921,0.524085882,0.999968515
ENSCAFG00000020333,PSMB10,-9.35E-05,0.04081888,0.973833952,0.999968515
ENSCAFG00000020334,CTRL,0.000346637,0.036738668,0.905922462,0.999968515
ENSCAFG00000020335,PSKH1,-0.003180146,0.039251119,0.357103133,0.999968515
ENSCAFG00000020336,NA,-0.001106078,0.028740978,0.714722947,0.999968515
ENSCAFG00000020337,EDC4,0.00130803,0.027294201,0.661182521,0.999968515
ENSCAFG00000020342,IFI44,0.004046359,0.09308564,0.393987291,0.999968515
ENSCAFG00000020344,THAP11,0.000327899,0.025313999,0.908298758,0.999968515
ENSCAFG00000020345,PTGFR,-0.00384742,0.114903256,0.521298198,0.999968515
ENSCAFG00000020347,TSNAXIP1,-0.001819701,0.034299347,0.566936523,0.999968515
ENSCAFG00000020348,GFOD2,-0.003966705,0.046264233,0.267558628,0.999968515
ENSCAFG00000020350,ENKD1,0.000472759,0.073945505,0.907436136,0.999968515
ENSCAFG00000020352,ACD,-0.006610542,0.052291684,0.136191917,0.999968515
ENSCAFG00000020353,NEXN,-0.006783543,0.061071311,0.123126305,0.999968515
ENSCAFG00000020355,CTCF,-0.001431346,0.031364094,0.645790541,0.999968515
ENSCAFG00000020357,DNAJB4,-0.007372773,0.063819766,0.108050507,0.999968515
ENSCAFG00000020358,RIPOR1,-0.00278454,0.040351134,0.400455091,0.999968515
ENSCAFG00000020361,NA,-0.001631127,0.029701604,0.599398063,0.999968515
ENSCAFG00000020363,ZDHHC1,-0.003050946,0.060419361,0.376780394,0.999968515
ENSCAFG00000020365,LRRC36,-0.006726369,0.097062484,0.177983106,0.999968515
ENSCAFG00000020367,PLEKHG4,0.000574076,0.043235605,0.841146074,0.999968515
ENSCAFG00000020369,SLC9A5,-0.005594058,0.059053138,0.164394519,0.999968515
ENSCAFG00000020370,FHOD1,0.00073526,0.037260685,0.803163408,0.999968515
ENSCAFG00000020371,TMEM208,-0.001591822,0.029407674,0.606679098,0.999968515
ENSCAFG00000020373,USP33,-0.003481283,0.037230406,0.329217874,0.999968515
ENSCAFG00000020375,E2F4,0.000238077,0.030267138,0.936947839,0.999968515
ENSCAFG00000020376,ZZZ3,-0.003326454,0.037495851,0.344941812,0.999968515
ENSCAFG00000020379,HSF4,-0.001605622,0.041961956,0.592144281,0.999968515
ENSCAFG00000020382,TRADD,-0.001493248,0.030912253,0.631801367,0.999968515
ENSCAFG00000020383,B3GNT9,-0.001907085,0.097541515,0.717354346,0.999968515
ENSCAFG00000020385,C5H16orf70,-0.002594979,0.032417976,0.434158364,0.999968515
ENSCAFG00000020389,CBFB,-0.001080981,0.039652349,0.713300123,0.999968515
ENSCAFG00000020392,RABGGTB,0.002251022,0.03492184,0.490346557,0.999968515
ENSCAFG00000020393,ACADM,-0.002183968,0.034798801,0.501525122,0.999968515
ENSCAFG00000020394,CIAO2B,-0.004785449,0.039929557,0.226340663,0.999968515
ENSCAFG00000020396,NA,0.002211874,0.041430055,0.480627614,0.999968515
ENSCAFG00000020398,PDP2,-0.000658581,0.027982216,0.824748371,0.999968515
ENSCAFG00000020404,CRYZ,8.89E-05,0.041174928,0.975108621,0.999968515
ENSCAFG00000020409,DYNC1LI2,-0.000172036,0.02895892,0.95406316,0.999968515
ENSCAFG00000020411,NEGR1,-0.01360081,0.195222486,0.161553789,0.999968515
ENSCAFG00000020412,ZRANB2,-0.001480631,0.032221252,0.635855465,0.999968515
ENSCAFG00000020416,CMTM3,0.000853057,0.043514685,0.767590423,0.999968515
ENSCAFG00000020417,CTH,0.000407716,0.037873706,0.888550981,0.999968515
ENSCAFG00000020420,TK2,0.000151438,0.045419544,0.957919938,0.999968515
ENSCAFG00000020422,ANKRD13C,-0.001675715,0.033258255,0.59568213,0.999968515
ENSCAFG00000020423,SRSF11,-0.003637168,0.033462758,0.304627365,0.999968515
ENSCAFG00000020424,LRRC40,-0.003167451,0.03626081,0.363302016,0.999968515
ENSCAFG00000020425,CDH11,0.000733416,0.100779976,0.89494363,0.999968515
ENSCAFG00000020429,DEPDC1,-0.00092696,0.034306546,0.760177589,0.999968515
ENSCAFG00000020432,WLS,-0.00013294,0.076932743,0.974954005,0.999968515
ENSCAFG00000020436,CDH8,-0.004101335,0.139083336,0.578923974,0.999968515
ENSCAFG00000020471,NA,0.000118013,0.044793981,0.967097777,0.999968515
ENSCAFG00000020492,NA,-0.001717193,0.037543906,0.579634652,0.999968515
ENSCAFG00000020503,NA,6.58E-05,0.061000972,0.984649437,0.999968515
ENSCAFG00000020526,NA,-0.000833106,0.050520853,0.781657585,0.999968515
ENSCAFG00000020561,NA,-0.006207439,0.097180586,0.208950469,0.999968515
ENSCAFG00000020591,NA,0.002447013,0.050805746,0.441023001,0.999968515
ENSCAFG00000020596,NA,-0.001972413,0.053368504,0.531911661,0.999968515
ENSCAFG00000020623,NA,-0.002494724,0.065652609,0.485146745,0.999968515
ENSCAFG00000020627,NA,0.002689129,0.046055579,0.401855991,0.999968515
ENSCAFG00000020632,NA,-0.008950822,0.115696935,0.129653294,0.999968515
ENSCAFG00000020646,NA,-0.000556568,0.05481792,0.859674757,0.999968515
ENSCAFG00000020648,NA,0.00334782,0.062412806,0.344395277,0.999968515
ENSCAFG00000020658,NA,0.001779929,0.035821907,0.571920598,0.999968515
ENSCAFG00000020713,NA,0.007454126,0.059950871,0.107988983,0.999968515
ENSCAFG00000020725,NA,-0.000484936,0.088563721,0.920702024,0.999968515
ENSCAFG00000020785,NA,0.001058759,0.036475722,0.724845624,0.999968515
ENSCAFG00000020830,NA,-0.001944762,0.064340704,0.58080654,0.999968515
ENSCAFG00000020852,NA,-0.000214331,0.040887476,0.940111169,0.999968515
ENSCAFG00000020859,NA,-0.001329562,0.040879213,0.653450668,0.999968515
ENSCAFG00000020872,NA,0.001839637,0.050790253,0.551039957,0.999968515
ENSCAFG00000020883,NA,-0.000671646,0.040002702,0.816177706,0.999968515
ENSCAFG00000020981,NA,-0.005599165,0.064157709,0.167091766,0.999968515
ENSCAFG00000021068,NA,0.001225904,0.045348916,0.676245211,0.999968515
ENSCAFG00000021073,NA,-0.001119951,0.037792335,0.707601614,0.999968515
ENSCAFG00000021083,NA,-0.008828108,0.109645144,0.12131924,0.999968515
ENSCAFG00000021100,NA,-0.002335439,0.045827357,0.454926257,0.999968515
ENSCAFG00000021122,NA,-0.000818052,0.045116313,0.777477925,0.999968515
ENSCAFG00000021129,NA,0.000952417,0.060983179,0.77950043,0.999968515
ENSCAFG00000021134,NA,-0.000417948,0.037345368,0.886271139,0.999968515
ENSCAFG00000021135,NA,0.00241956,0.064348607,0.492279533,0.999968515
ENSCAFG00000021151,NA,9.86E-05,0.040622772,0.972441879,0.999968515
ENSCAFG00000021156,NA,-0.00154165,0.046756818,0.605871815,0.999968515
ENSCAFG00000021188,NA,-0.000327677,0.038281875,0.909923452,0.999968515
ENSCAFG00000021219,NA,-0.000515947,0.049507288,0.862000916,0.999968515
ENSCAFG00000021275,NA,0.001109154,0.043363995,0.70342457,0.999968515
ENSCAFG00000021325,NA,-0.00125576,0.061169277,0.712050836,0.999968515
ENSCAFG00000021329,NA,0.000868757,0.052343339,0.776667508,0.999968515
ENSCAFG00000021344,NA,-0.000975747,0.040424961,0.737921012,0.999968515
ENSCAFG00000021357,NA,0.001960924,0.040936192,0.524979277,0.999968515
ENSCAFG00000021376,NA,-0.000326275,0.059017382,0.921848952,0.999968515
ENSCAFG00000021389,NA,0.00242783,0.047377776,0.440333434,0.999968515
ENSCAFG00000021459,NA,0.000742904,0.049808917,0.803317465,0.999968515
ENSCAFG00000021491,NA,0.007532847,0.066069449,0.104367492,0.999968515
ENSCAFG00000021568,NA,0.000749659,0.036759634,0.800286234,0.999968515
ENSCAFG00000021569,NA,0.001035291,0.046419196,0.723684757,0.999968515
ENSCAFG00000021573,NA,0.003470247,0.050956785,0.307830859,0.999968515
ENSCAFG00000021576,NA,-0.003175005,0.069601067,0.396016544,0.999968515
ENSCAFG00000021618,NA,0.002193985,0.038811977,0.490647017,0.999968515
ENSCAFG00000021628,NA,0.000217071,0.038851723,0.93993379,0.999968515
ENSCAFG00000021647,NA,0.001067559,0.048453967,0.718945378,0.999968515
ENSCAFG00000021670,NA,0.001206348,0.055442328,0.703999133,0.999968515
ENSCAFG00000021692,NA,-0.001096014,0.044220576,0.706815778,0.999968515
ENSCAFG00000021721,NA,0.004722916,0.067542157,0.224703638,0.999968515
ENSCAFG00000021724,NA,-0.000245442,0.04120805,0.93140358,0.999968515
ENSCAFG00000021749,NA,-0.001860761,0.053171212,0.553426767,0.999968515
ENSCAFG00000021766,NA,0.003591854,0.064531217,0.322034905,0.999968515
ENSCAFG00000021854,NA,0.001702627,0.043778851,0.570681677,0.999968515
ENSCAFG00000021934,NA,0.00105331,0.049251221,0.724025622,0.999968515
ENSCAFG00000022076,NA,0.001547446,0.048073798,0.606563972,0.999968515
ENSCAFG00000022180,NA,-0.002537029,0.038101846,0.440385493,0.999968515
ENSCAFG00000022187,NA,-0.000983052,0.050317666,0.743662349,0.999968515
ENSCAFG00000022269,NA,-0.00075706,0.039398947,0.794530054,0.999968515
ENSCAFG00000022282,NA,0.000215514,0.034298487,0.942438349,0.999968515
ENSCAFG00000022333,NA,-0.00095852,0.04015299,0.742523239,0.999968515
ENSCAFG00000022368,NA,0.002184637,0.041557505,0.484831334,0.999968515
ENSCAFG00000022463,NA,0.002022538,0.039024906,0.519001705,0.999968515
ENSCAFG00000022470,NA,0.001337149,0.038093345,0.65732218,0.999968515
ENSCAFG00000022486,NA,0.00071134,0.041353962,0.804793691,0.999968515
ENSCAFG00000022498,NA,0.000395192,0.036457236,0.893161751,0.999968515
ENSCAFG00000022578,NA,0.005006632,0.049267716,0.198059965,0.999968515
ENSCAFG00000022659,NA,0.003173427,0.03997477,0.355861066,0.999968515
ENSCAFG00000022704,NA,-0.002334771,0.046745122,0.455030116,0.999968515
ENSCAFG00000022709,NA,-0.002223131,0.044171377,0.474287397,0.999968515
ENSCAFG00000022711,NA,-0.001509808,0.041218649,0.613360742,0.999968515
ENSCAFG00000022713,MT-ND1,-0.000436824,0.03847383,0.880194583,0.999968515
ENSCAFG00000022717,MT-ND2,-0.000837741,0.038933985,0.774504659,0.999968515
ENSCAFG00000022723,MT-CO1,-0.001604189,0.03787218,0.601222726,0.999968515
ENSCAFG00000022726,MT-CO2,-0.002950324,0.043107317,0.372562211,0.999968515
ENSCAFG00000022728,MT-ATP8,-0.003180441,0.054925628,0.345053558,0.999968515
ENSCAFG00000022729,MT-ATP6,-0.004700281,0.059092938,0.212386951,0.999968515
ENSCAFG00000022730,MT-CO3,-0.006596784,0.068280028,0.130697572,0.999968515
ENSCAFG00000022734,ND4L,-0.002935351,0.046121337,0.369478001,0.999968515
ENSCAFG00000022735,MT-ND4,-0.001941636,0.042249522,0.525980823,0.999968515
ENSCAFG00000022739,MT-ND5,2.93E-05,0.033219481,0.992219128,0.999968515
ENSCAFG00000022740,MT-ND6,-0.00081069,0.035213755,0.787397196,0.999968515
ENSCAFG00000022742,MT-CYB,-0.003984803,0.060209175,0.269764182,0.999968515
ENSCAFG00000022744,NA,-0.007042648,0.057294346,0.119032476,0.999968515
ENSCAFG00000022770,NA,-0.009220004,0.126746077,0.145466776,0.999968515
ENSCAFG00000023015,SERPINB12,0.005544093,0.109843576,0.312301256,0.999968515
ENSCAFG00000023022,PDZD2,-0.003013552,0.082046794,0.481363085,0.999968515
ENSCAFG00000023027,ARRDC5,0.010532212,0.162926396,0.190190175,0.999968515
ENSCAFG00000023029,BIRC2,0.000456299,0.033093196,0.879685812,0.999968515
ENSCAFG00000023033,PCDHA13,-0.002288299,0.0680829,0.533228617,0.999968515
ENSCAFG00000023035,ADGRE2,3.92E-06,0.108265133,0.999478465,0.999968515
ENSCAFG00000023039,NA,-0.001569287,0.035962484,0.613209771,0.999968515
ENSCAFG00000023057,MICALL2,0.000274726,0.041488492,0.923225892,0.999968515
ENSCAFG00000023061,RANBP2,-0.006333941,0.042496993,0.154166488,0.999968515
ENSCAFG00000023062,FYB1,0.009197507,0.175373616,0.296960235,0.999968515
ENSCAFG00000023066,RHOA,-0.00039775,0.024649553,0.887433176,0.999968515
ENSCAFG00000023069,NDST1,0.000724886,0.0437226,0.801051365,0.999968515
ENSCAFG00000023070,ACYP2,-7.54E-05,0.036717314,0.979429784,0.999968515
ENSCAFG00000023072,POC1A,0.000951244,0.031074233,0.755747455,0.999968515
ENSCAFG00000023079,AFF3,0.000169474,0.030518889,0.955109006,0.999968515
ENSCAFG00000023095,CCDC160,-0.002497537,0.092704603,0.611257726,0.999968515
ENSCAFG00000023098,PRMT6,-0.003039314,0.070015467,0.417760795,0.999968515
ENSCAFG00000023111,NA,0.002657357,0.045589317,0.406615857,0.999968515
ENSCAFG00000023113,SRRM4,-0.001236722,0.048631432,0.67844136,0.999968515
ENSCAFG00000023117,NFIA,0.000438813,0.038029188,0.880047113,0.999968515
ENSCAFG00000023119,TTLL2,-0.000291811,0.036567775,0.92079524,0.999968515
ENSCAFG00000023132,NA,-0.001085956,0.052789138,0.724639617,0.999968515
ENSCAFG00000023134,TNFRSF12A,-0.000664177,0.052293381,0.828014857,0.999968515
ENSCAFG00000023139,NFE2L1,0.002034143,0.03390722,0.527915126,0.999968515
ENSCAFG00000023155,IER2,0.001141891,0.034992848,0.708300774,0.999968515
ENSCAFG00000023156,NA,0.003032244,0.072282971,0.429590879,0.999968515
ENSCAFG00000023158,ZKSCAN5,0.000685958,0.027112603,0.815660497,0.999968515
ENSCAFG00000023165,INCA1,-0.001846308,0.045081953,0.541900549,0.999968515
ENSCAFG00000023172,RBM8A,0.004279002,0.040339578,0.259068385,0.999968515
ENSCAFG00000023178,FGA,0.004833763,0.06069453,0.205485646,0.999968515
ENSCAFG00000023182,MCIDAS,-0.007778292,0.095487969,0.128758439,0.999968515
ENSCAFG00000023205,NA,0.004522459,0.046570452,0.229394403,0.999968515
ENSCAFG00000023207,WTAP,-0.002992054,0.031973615,0.375277819,0.999968515
ENSCAFG00000023212,NA,0.004892906,0.053607607,0.199241862,0.999968515
ENSCAFG00000023230,NA,-0.010735204,0.163472697,0.18326405,0.999968515
ENSCAFG00000023234,DCDC2B,-0.001148113,0.046198363,0.695750671,0.999968515
ENSCAFG00000023247,RPS15,0.001031884,0.02793403,0.730270252,0.999968515
ENSCAFG00000023249,CILP2,-0.006501098,0.095767481,0.186670673,0.999968515
ENSCAFG00000023253,FAXC,-0.005489093,0.090189,0.23553041,0.999968515
ENSCAFG00000023258,ERBB4,0.002808312,0.091002896,0.556512947,0.999968515
ENSCAFG00000023264,RIIAD1,0.002045697,0.057197416,0.530971917,0.999968515
ENSCAFG00000023265,DPYSL5,-0.005333764,0.140431026,0.463815575,0.999968515
ENSCAFG00000023267,PRIM2,-0.002935269,0.035215019,0.39137216,0.999968515
ENSCAFG00000023269,GAS1,0.004183454,0.089068922,0.357442733,0.999968515
ENSCAFG00000023272,FSTL3,-0.001378962,0.05002159,0.648368651,0.999968515
ENSCAFG00000023283,NA,0.001353435,0.025461401,0.639262001,0.999968515
ENSCAFG00000023300,NA,0.00257201,0.063705853,0.463183179,0.999968515
ENSCAFG00000023309,TWF2,-0.000528712,0.030598539,0.861189117,0.999968515
ENSCAFG00000023322,RASSF9,-0.004903407,0.07611783,0.233828722,0.999968515
ENSCAFG00000023327,METTL18,0.000999798,0.027709316,0.737444118,0.999968515
ENSCAFG00000023331,NA,-0.001013381,0.035789075,0.737000693,0.999968515
ENSCAFG00000023338,JUND,0.001666867,0.043798195,0.577982441,0.999968515
ENSCAFG00000023345,CALHM6,-0.001327274,0.082223818,0.766140582,0.999968515
ENSCAFG00000023355,NA,0.002604016,0.061807452,0.449757136,0.999968515
ENSCAFG00000023380,DTX3,0.001851892,0.032641058,0.561249753,0.999968515
ENSCAFG00000023381,SWI5,-0.001635819,0.031520851,0.602841924,0.999968515
ENSCAFG00000023383,FOXD3,-0.004215809,0.09145087,0.365222636,0.999968515
ENSCAFG00000023384,CCDC38,0.000400293,0.045797521,0.889521561,0.999968515
ENSCAFG00000023386,CTXN1,0.003191777,0.082216552,0.455284176,0.999968515
ENSCAFG00000023394,NA,-0.002570293,0.034890039,0.441157078,0.999968515
ENSCAFG00000023401,CYP4F22,-0.000698757,0.066888026,0.849868545,0.999968515
ENSCAFG00000023406,ZNF75D,-0.003906677,0.074871014,0.324882716,0.999968515
ENSCAFG00000023407,NA,0.002099724,0.036018369,0.513798201,0.999968515
ENSCAFG00000023408,NA,-0.002018486,0.036542151,0.526622972,0.999968515
ENSCAFG00000023413,TTC32,0.002125883,0.037012476,0.507020031,0.999968515
ENSCAFG00000023414,CNNM3,0.001530514,0.036423086,0.620089103,0.999968515
ENSCAFG00000023427,KCNE4,0.004529572,0.129938517,0.504345297,0.999968515
ENSCAFG00000023435,SOWAHC,0.00073029,0.051620352,0.809928604,0.999968515
ENSCAFG00000023437,SEC14L4,0.00175226,0.102884781,0.7541176,0.999968515
ENSCAFG00000023441,PHYH,0.002516932,0.056007272,0.442693784,0.999968515
ENSCAFG00000023443,UBB,-0.000853137,0.031180886,0.779694838,0.999968515
ENSCAFG00000023445,MED31,-0.002194855,0.036611641,0.496578626,0.999968515
ENSCAFG00000023455,HAVCR1,0.007396751,0.127429422,0.239568594,0.999968515
ENSCAFG00000023460,FBRSL1,-0.006342155,0.047026995,0.153295381,0.999968515
ENSCAFG00000023463,ITPR1,-0.003395648,0.049445447,0.315390307,0.999968515
ENSCAFG00000023467,ACOT6,-0.005481775,0.075689734,0.19266192,0.999968515
ENSCAFG00000023471,RPS27A,-0.00020639,0.030350863,0.94532901,0.999968515
ENSCAFG00000023478,NA,-0.000866342,0.025597828,0.763203282,0.999968515
ENSCAFG00000023491,C17H1orf56,0.002969156,0.047687146,0.364351431,0.999968515
ENSCAFG00000023496,ZBTB34,-0.001859335,0.031582918,0.558489482,0.999968515
ENSCAFG00000023499,NA,0.0015509,0.053765591,0.620557616,0.999968515
ENSCAFG00000023501,SETDB1,-0.0036723,0.031622565,0.289171819,0.999968515
ENSCAFG00000023507,CNPPD1,-0.001970154,0.039641734,0.526541598,0.999968515
ENSCAFG00000023538,SRRT,0.000433543,0.021976098,0.868978734,0.999968515
ENSCAFG00000023546,TCTN2,-0.000859492,0.036414447,0.773302162,0.999968515
ENSCAFG00000023549,AOPEP,0.000430551,0.044648578,0.880634397,0.999968515
ENSCAFG00000023575,MINDY3,-0.00106599,0.026377958,0.715581848,0.999968515
ENSCAFG00000023576,NA,0.000637945,0.032407355,0.8333811,0.999968515
ENSCAFG00000023582,SERPINB10,0.003324338,0.081258793,0.431022947,0.999968515
ENSCAFG00000023594,NA,0.002150547,0.071365135,0.574017031,0.999968515
ENSCAFG00000023607,ZNF622,-0.000204476,0.035337424,0.944958068,0.999968515
ENSCAFG00000023613,ANKRD54,0.000729324,0.029164177,0.80864922,0.999968515
ENSCAFG00000023616,SURF1,-0.001909585,0.035638746,0.548116613,0.999968515
ENSCAFG00000023617,NA,-0.000683742,0.034937801,0.81967764,0.999968515
ENSCAFG00000023618,URM1,0.003493553,0.039727253,0.324128091,0.999968515
ENSCAFG00000023628,NME1,0.003468206,0.040348982,0.324944587,0.999968515
ENSCAFG00000023631,ZBTB33,-0.001954565,0.040744831,0.526564316,0.999968515
ENSCAFG00000023645,REEP6,-0.001964197,0.062064805,0.566942333,0.999968515
ENSCAFG00000023650,ARPC4,0.004827973,0.050933635,0.204837183,0.999968515
ENSCAFG00000023653,NA,0.003142531,0.046623888,0.344405631,0.999968515
ENSCAFG00000023655,SULT1C4,0.000481701,0.056379016,0.88074947,0.999968515
ENSCAFG00000023674,KLHL9,0.000470988,0.07063491,0.903661492,0.999968515
ENSCAFG00000023676,NA,0.000795967,0.038277622,0.786097579,0.999968515
ENSCAFG00000023687,BMPR2,-0.004380861,0.048824749,0.234039663,0.999968515
ENSCAFG00000023690,ERCC6L,-0.001390132,0.032432898,0.655347888,0.999968515
ENSCAFG00000023712,MEX3D,-0.000434375,0.037421865,0.881800269,0.999968515
ENSCAFG00000023714,SARNP,0.007175089,0.047889906,0.130387373,0.999968515
ENSCAFG00000023721,NA,-0.000622115,0.024869961,0.825821573,0.999968515
ENSCAFG00000023724,NA,0.003534512,0.039155462,0.321536003,0.999968515
ENSCAFG00000023729,TSPYL1,-0.001834647,0.030673155,0.561094665,0.999968515
ENSCAFG00000023730,BCL7B,0.001824987,0.035735094,0.563581074,0.999968515
ENSCAFG00000023738,GDPGP1,0.000906312,0.037868822,0.759064538,0.999968515
ENSCAFG00000023742,PTPRR,-0.002680628,0.097524269,0.603654577,0.999968515
ENSCAFG00000023745,PLEKHD1,0.000457995,0.052631158,0.881285475,0.999968515
ENSCAFG00000023746,TDRD3,-0.003173936,0.040657485,0.353845661,0.999968515
ENSCAFG00000023748,GCNA,0.003259567,0.042795467,0.338785785,0.999968515
ENSCAFG00000023754,NA,-0.001093847,0.094891178,0.833264027,0.999968515
ENSCAFG00000023755,GMPPB,0.004474308,0.044367832,0.237598636,0.999968515
ENSCAFG00000023756,GNAS,-0.006846056,0.050020379,0.134923825,0.999968515
ENSCAFG00000023758,CCDC59,-0.001240034,0.030104159,0.68654939,0.999968515
ENSCAFG00000023759,MT2A,0.005491949,0.095567242,0.255652736,0.999968515
ENSCAFG00000023777,CLDN15,0.001841799,0.035767681,0.560362779,0.999968515
ENSCAFG00000023779,ZBTB8A,0.000818613,0.041463216,0.77679426,0.999968515
ENSCAFG00000023799,E2F6,-0.003320329,0.042592222,0.333104266,0.999968515
ENSCAFG00000023804,HERC3,-0.00051108,0.033321765,0.865386168,0.999968515
ENSCAFG00000023806,KRT25,0.009880086,0.15529697,0.19675277,0.999968515
ENSCAFG00000023807,NA,0.000990158,0.062509545,0.775366305,0.999968515
ENSCAFG00000023809,NA,-0.001477317,0.040525257,0.621478805,0.999968515
ENSCAFG00000023820,NA,-0.003421951,0.05146239,0.313082958,0.999968515
ENSCAFG00000023828,TGM3,-0.000830073,0.034076172,0.784122663,0.999968515
ENSCAFG00000023829,PMAIP1,-0.000257872,0.040899242,0.92800597,0.999968515
ENSCAFG00000023831,GPRIN1,0.00178822,0.050953138,0.561882582,0.999968515
ENSCAFG00000023835,ACAD11,-0.002050979,0.038851715,0.514557377,0.999968515
ENSCAFG00000023837,PTGFRN,0.006553539,0.105558649,0.215012039,0.999968515
ENSCAFG00000023845,C16H4orf47,-0.00180565,0.046398515,0.550476598,0.999968515
ENSCAFG00000023848,MYPOP,0.000194641,0.032580224,0.948436136,0.999968515
ENSCAFG00000023855,NA,-0.000727662,0.086381606,0.877936708,0.999968515
ENSCAFG00000023864,CCNI2,-0.001233617,0.0565045,0.701127319,0.999968515
ENSCAFG00000023869,ZNF205,0.00082493,0.041909955,0.774957245,0.999968515
ENSCAFG00000023874,RGS11,-0.000273454,0.0574073,0.933060929,0.999968515
ENSCAFG00000023881,ZNF227,-0.000832276,0.039241251,0.775457818,0.999968515
ENSCAFG00000023887,NA,-0.007848262,0.109792213,0.15808814,0.999968515
ENSCAFG00000023897,ZSCAN30,0.001025144,0.0404455,0.725724111,0.999968515
ENSCAFG00000023898,MAP7D1,-0.002137552,0.033871958,0.509892333,0.999968515
ENSCAFG00000023903,RNF212B,0.000721705,0.055726002,0.820652149,0.999968515
ENSCAFG00000023904,CHRNB4,-0.00098693,0.057575065,0.761799804,0.999968515
ENSCAFG00000023910,LOXL1,-0.00198756,0.065438003,0.577387673,0.999968515
ENSCAFG00000023924,CD151,-0.001914319,0.043393569,0.52962033,0.999968515
ENSCAFG00000023925,HSPB2,-0.007308384,0.131499286,0.261104036,0.999968515
ENSCAFG00000023936,ARID4A,-0.002679378,0.046021136,0.403232292,0.999968515
ENSCAFG00000023938,GPR158,-0.000911665,0.082423773,0.839665411,0.999968515
ENSCAFG00000023943,ZNF565,0.007598312,0.051664662,0.116840299,0.999968515
ENSCAFG00000023949,NIPSNAP3A,-0.001201031,0.040807947,0.683110244,0.999968515
ENSCAFG00000023963,SLC25A1,0.004075087,0.04803836,0.256398096,0.999968515
ENSCAFG00000023971,ZSWIM5,0.000713518,0.068795993,0.85056541,0.999968515
ENSCAFG00000023972,NA,-0.003113043,0.0727792,0.419866085,0.999968515
ENSCAFG00000023975,HACD1,-0.006990485,0.089950891,0.147960828,0.999968515
ENSCAFG00000023978,NA,0.001746131,0.035299068,0.579484452,0.999968515
ENSCAFG00000023983,NA,0.001875672,0.039689505,0.543625233,0.999968515
ENSCAFG00000023986,TMEM121,-0.002077932,0.08129501,0.631687754,0.999968515
ENSCAFG00000023988,ZNF24,-0.000277311,0.026460571,0.923897035,0.999968515
ENSCAFG00000023990,NA,-0.009061014,0.146100285,0.207929122,0.999968515
ENSCAFG00000023991,CBARP,0.000733862,0.034270874,0.807827777,0.999968515
ENSCAFG00000023992,ADGRE3,0.001833878,0.071085943,0.632306345,0.999968515
ENSCAFG00000023997,ATXN1L,0.002308694,0.040310416,0.467986018,0.999968515
ENSCAFG00000024001,FAM217B,-0.001152082,0.052190436,0.707163375,0.999968515
ENSCAFG00000024014,NA,-0.00020146,0.057809885,0.95092625,0.999968515
ENSCAFG00000024028,NA,0.000427245,0.044671731,0.88154931,0.999968515
ENSCAFG00000024037,SLC36A1,0.003051804,0.044136298,0.358427165,0.999968515
ENSCAFG00000024041,NA,-0.002590434,0.040828241,0.424940649,0.999968515
ENSCAFG00000024043,NA,-0.001569737,0.03239175,0.617220305,0.999968515
ENSCAFG00000024052,GGN,-0.000774032,0.046631478,0.790443606,0.999968515
ENSCAFG00000024066,GSTA4,-0.003268601,0.04988601,0.329089984,0.999968515
ENSCAFG00000024084,NA,-0.00122588,0.042117757,0.675970615,0.999968515
ENSCAFG00000024085,BLOC1S3,0.00069978,0.038723571,0.810209577,0.999968515
ENSCAFG00000024087,CGAS,0.018043302,0.226618264,0.116081111,0.999968515
ENSCAFG00000024130,NA,0.003876665,0.041869753,0.285438027,0.999968515
ENSCAFG00000024131,FASTKD5,0.004268929,0.042587383,0.255137993,0.999968515
ENSCAFG00000024140,SMIM3,0.001990681,0.057923864,0.54447123,0.999968515
ENSCAFG00000024146,NA,-0.001851321,0.063113918,0.593941112,0.999968515
ENSCAFG00000024148,HEXIM1,0.007213737,0.051034733,0.125175838,0.999968515
ENSCAFG00000024150,ARF6,0.005275267,0.048446315,0.187402171,0.999968515
ENSCAFG00000024151,INSRR,-0.005891802,0.109343707,0.279214302,0.999968515
ENSCAFG00000024169,PRR22,-0.001772404,0.044180246,0.556523725,0.999968515
ENSCAFG00000024171,SPINK2,-0.003009554,0.065158758,0.400650603,0.999968515
ENSCAFG00000024183,NA,0.000865494,0.034486447,0.774907402,0.999968515
ENSCAFG00000024189,SERPINF1,0.014349252,0.179557032,0.111481337,0.999968515
ENSCAFG00000024214,USP4,0.002376432,0.041555586,0.454261583,0.999968515
ENSCAFG00000024215,NA,-0.001280999,0.032090059,0.679374656,0.999968515
ENSCAFG00000024217,NA,0.001920168,0.034451389,0.548053269,0.999968515
ENSCAFG00000024219,NA,0.002541311,0.032414676,0.442368929,0.999968515
ENSCAFG00000024225,ZNF444,0.000911906,0.023722608,0.741091746,0.999968515
ENSCAFG00000024239,MLLT11,-0.00239242,0.063660674,0.493965833,0.999968515
ENSCAFG00000024246,LRRC8D,-0.000785623,0.035900739,0.792589028,0.999968515
