gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000013108,NA,20.2059131,4.214656368,1.084566346,3.72E-06,0.002735779
ENSCAFG00000024864,CD68,174.5276744,4.196242117,1.51312655,1.87E-05,0.0098469
ENSCAFG00000007401,THRB,8.908376174,4.132733967,1.842232472,3.74E-05,0.016501025
ENSCAFG00000020082,NA,298.0716378,4.126935384,0.85646558,4.02E-07,0.000492196
ENSCAFG00000018251,MMP11,77.12204481,3.995206374,2.533856292,9.01E-05,0.027014822
ENSCAFG00000031655,CSNK1A1,124.3856328,3.983926642,2.420373604,NA,NA
ENSCAFG00000000865,LRP12,89.06274257,3.975258293,2.021159495,NA,NA
ENSCAFG00000018219,DERL3,3162.578047,3.939484882,3.200442906,0.000121439,0.034986258
ENSCAFG00000017746,SPATA5L1,334.7410145,3.936414776,2.259025537,NA,NA
ENSCAFG00000004611,GAB1,118.4926651,3.787338262,0.954426481,3.33E-06,0.002634779
ENSCAFG00000014717,CACNG1,31.95069636,3.736990726,1.426898028,2.39E-05,0.011688387
ENSCAFG00000001244,CYB5R3,62.6058556,3.599064556,2.463265722,0.00011907,0.034986258
ENSCAFG00000000874,NA,7220.950799,3.552171986,3.249704783,NA,NA
ENSCAFG00000001416,C6orf58,31.74137714,3.484062846,2.503792028,0.000135385,0.037532354
ENSCAFG00000000934,ISOC1,4777.032332,3.391640686,2.990506465,0.000184265,0.045036449
ENSCAFG00000002573,PEX1,85.96684222,3.384181488,0.856376971,3.41E-06,0.002634779
ENSCAFG00000025322,NA,1279.388598,3.289503723,3.112290075,0.000202499,0.046230437
ENSCAFG00000017958,PTS,80.74209802,3.258714485,2.38084948,0.000149186,0.039854336
ENSCAFG00000031968,CRIP2,25.67004943,3.186322071,1.664388168,6.44E-05,0.023090826
ENSCAFG00000018277,FZD2,4381.847706,3.167866992,0.920387674,7.51E-06,0.00479446
ENSCAFG00000013440,FAM118B,711.7483595,3.128506826,1.813096714,8.64E-05,0.026445036
ENSCAFG00000030990,NA,142.6676965,3.078920854,2.424872009,0.000181491,0.045036449
ENSCAFG00000043280,PCSK4,137.2717119,3.074697735,2.501477698,0.000193105,0.045036449
ENSCAFG00000013863,GPR55,6969.674751,3.035972493,2.417265335,0.000187505,0.045036449
ENSCAFG00000001991,KIF6,24.17363426,3.019220251,0.56159438,4.62E-08,9.71E-05
ENSCAFG00000000767,LY6G6C,111.2734211,2.999044031,2.602895426,0.000220945,0.048452914
ENSCAFG00000030400,NA,123.5249316,2.698908223,2.416531359,0.000256703,0.053123032
ENSCAFG00000008056,PCDH12,39.92765871,2.65993682,1.319529554,5.24E-05,0.020267067
ENSCAFG00000019014,COX8A,137.662726,2.476131954,1.263019808,5.50E-05,0.020711212
ENSCAFG00000040091,ZIC3,4.041822262,2.428432441,1.900523872,0.000193053,0.045036449
ENSCAFG00000024792,SOCS7,2095.162844,2.382970108,2.348543512,0.000334151,0.064601126
ENSCAFG00000017712,NA,123.5846522,2.230632264,2.262550246,NA,NA
ENSCAFG00000000885,NELFE,386.6662136,2.110610522,1.953326563,0.000296993,0.059043975
ENSCAFG00000037735,DEXI,6682.605585,2.09570024,1.13610304,5.90E-05,0.021684114
ENSCAFG00000009569,NCK1,946.5578761,2.022886351,2.600023296,NA,NA
ENSCAFG00000030814,REXO5,49.73272794,1.95406048,2.179968899,0.000469384,0.083092256
ENSCAFG00000003029,GCLC,5127.07566,1.939153426,2.284215542,0.000525538,0.089787522
ENSCAFG00000006231,NA,204.7504819,1.899273997,2.146692444,0.000486866,0.085160951
ENSCAFG00000029396,LCTL,1104.379826,1.888660802,2.475420954,0.000631371,0.102325854
ENSCAFG00000023324,CSF3,22.03082937,1.866899512,2.136698368,0.000502734,0.086901984
ENSCAFG00000016866,INPP5J,131.0041761,1.816220601,2.108127702,NA,NA
ENSCAFG00000048254,NA,153.418835,1.80319414,1.07625234,7.05E-05,0.024665204
ENSCAFG00000001858,MICALL1,38.9420225,1.792040031,1.855075015,NA,NA
ENSCAFG00000042696,DIRAS1,1459.699802,1.749327727,1.262343404,0.000128758,0.03638168
ENSCAFG00000018519,EPHB2,51.65211095,1.746523056,2.225918257,NA,NA
ENSCAFG00000004944,HSPA4L,171.8798081,1.607357776,1.695183521,0.000401134,0.072312011
ENSCAFG00000031675,PPP1R13B,449.0373543,1.517182621,2.017227757,0.000734809,0.110286741
ENSCAFG00000046360,SH3GLB1,31.81157335,1.458105422,2.072587403,0.000856365,0.117594058
