gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000019003,SPPL2A,466.9474035,1.292182643,1.067919802,0.000180862,0.046349356
ENSCAFG00000006089,RABAC1,368.4787478,1.246749997,0.7102026,4.07E-05,0.022428426
ENSCAFG00000010729,RAPSN,16.91878814,1.219731485,1.941486153,NA,NA
ENSCAFG00000006402,HYI,22.01537575,1.191469835,1.812532147,0.001137741,0.136103037
ENSCAFG00000018345,CLTCL1,11.43984601,1.112657857,1.712782392,0.001187561,0.136530298
ENSCAFG00000044565,NA,7.387088455,1.096292653,1.666625655,0.001155209,0.136103037
ENSCAFG00000019049,PLVAP,188.7731947,1.057899619,2.053312886,0.001662268,0.166593814
ENSCAFG00000014319,RRH,311.2833835,1.056527501,1.127205284,0.000379853,0.073891718
ENSCAFG00000001858,MPST,69.61247512,1.051295773,1.510411856,0.000992495,0.128724094
ENSCAFG00000024647,DCST1,146.1729604,1.025205648,1.420112029,0.000886183,0.125300119
ENSCAFG00000009348,ANKRD27,18.81853038,1.015652573,1.8683194,0.001707458,0.170018712
ENSCAFG00000019714,MTHFD1,54.52180513,0.998420267,1.758383088,0.0016211,0.166593814
ENSCAFG00000011646,CCNE2,80.14539556,0.983043391,1.279980881,0.000717056,0.110215204
ENSCAFG00000046142,NA,10.75890208,0.973308371,1.081662537,0.00041387,0.076959816
ENSCAFG00000012082,ADTRP,1007.822612,0.917216018,0.72080873,0.000100293,0.036457701
ENSCAFG00000006596,SERTAD1,421.5504785,0.847096353,1.28949749,0.001112522,0.135847875
ENSCAFG00000039344,PLXNA3,543.8757841,0.828153979,1.638214563,NA,NA
ENSCAFG00000005795,TENM4,25.02315388,0.824729646,1.545787953,0.001964005,0.185228341
ENSCAFG00000014612,RAB42,14.68819448,0.815522393,1.175050612,0.000917462,0.125300119
ENSCAFG00000032204,APBA3,366.3644521,0.799092762,1.495482078,0.001968216,0.185228341
ENSCAFG00000002733,MAP4K4,30.74198615,0.790156677,1.555542085,0.0022059,0.192349467
ENSCAFG00000011913,ZNF248,923.6522435,0.787048455,1.698710889,0.002547205,0.19966276
ENSCAFG00000011339,LOXL2,42.84485127,0.764478205,1.469748755,0.002110283,0.18873782
ENSCAFG00000006022,GALK1,1433.680438,0.758709386,1.254729297,0.001390204,0.153260031
ENSCAFG00000007026,NMI,36.09226108,0.711677493,1.610208238,NA,NA
ENSCAFG00000005173,DMBX1,132.771787,0.698402813,1.703077073,0.00310738,0.217353084
ENSCAFG00000000968,CDPF1,45.09204373,0.695977182,1.337141363,0.002115566,0.18873782
